,LLM-Centric,Alignment-Based
32,"The terrified الملك لويس السادس عشر والملكة ماري أنطوانيت, مرعوبين with their two young طفلاهما (11 year old ماري تيريز and four year old لويس تشارلز) and the الملك's أخت, السيدة إليزابيث, on the 6th أكتوبر 1789 were forced back to باريس from فرساي by a حشد of غوغاء نسوة السوق. In a عربة, they traveled back to باريس surrounded by a حشد كبير of الناس screaming and shouting ضد الملك والملكة. The مجموعة من الجماهير forced the الملك والملكة to have their نوافذ سيارتهم wide open. At one وقت a أحد أفراد العصابة waved the رأس of a أحد أفراد الحرس الملكي killed at فرساي in front of the terrified الملكة المذعورة.","Soon after the اندلاع of المناوشات, بريطانيا initiated a naval محاصرة of ألمانيا. The إستراتيجية proved effective, cutting off vital military and civilian إمدادات, although this blockade violated generally accepted international قانون codified by several international اتفاقيات of the past two قرنين. بريطانيا mined international مياه to prevent any سفن from entering entire قطاعات of محيطات, causing خطر to even neutral ships. Since there was limited استجابة to this تكتيك, ألمانيا expected a similar response to its unrestricted غواصات حرب."
33,"Soon after the اندلاع المناوشات, بريطانيا initiated a naval محاصرة of ألمانيا. The الإستراتيجية proved effective, cutting off vital military and civilian الإمدادات, although this الحصار violated generally accepted international القانون الدولي codified by several اتفاقيات دولية of the past two القرنين. بريطانيا mined international المياه الدولية to prevent any سفينة from entering entire قطاعات of المحيطات, causing تهديد to even neutral السفن. Since there was limited استجابة to this التكتيك, ألمانيا expected a similar رد to its unrestricted حرب الغواصات.","Across الولايات المتحدة الأمريكية, there are approximately 400,000 known حالة of Multiple التصلب (ت م), leaving it as the leading neurological مرض in younger and middle aged بالغين. ت م is a مرض that affects the central nervous جهاز, which is made up of the دماغ, the حبل الشوكي and the عصب البصري. الأبحاث has found that الإناث are two مرتين more likely to have ت م then ذكور."
34,"Across the United States of America, there are approximately 400,000 known حالات of Multiple Sclerosis (MS), leaving it as the leading neurological مرض in younger and middle aged البالغين. MS is a مرض that affects the central nervous الجهاز, which is made up of the الدماغ, the spinal الحبل and the optic العصب. الأبحاث has found that الإناث are two times more likely to have MS then الذكور.","The دراسة found that اكتئاب, خوف and كوارث mediated the علاقة between ألم and عجز in lower ظهر ألم sufferers. Only the آثار of catastrophizing, not اكتئاب and خوف was conditional of regular weekly structured PA جلسات. Those participating in regular نشاط required more دعم in فيما يتعلق of negative تصور of ألم distinguishing the differences of chronic ألم and عدم الراحة feel from normal physical حركة."
35,"The دراسة found that الاكتئاب، والخوف والكوارث mediated the العلاقة between الألم and العجز in lower back آلام sufferers. Only the آثار of catastrophizing, not الاكتئاب والخوف was conditional of regular weekly structured PA sessions. Those participating in regular نشاطٍ بدني منتظم required more الدعم in التصور of negative الألم of لكي يتمكن أفرادها من distinguishing the الألم المزمن and الشعور بعدم الراحة from normal physical حركة بدنية عادية.","The modern رياضة of المبارزة is played at many مستويات, from الطلاب learning at a جامعة to professional and Olympic منافسات. The رياضة is primarily played in a منازلة format, one مبارز dueling another."
36,"The modern رياضة of المبارزة is played at many levels, from الطلاب learning at a الجامعة to professional and Olympic منافسات. The رياضة is primarily played in a المنازلة format, one مبارز dueling another.","Internal تسمم may not be immediately apparent. أعراض, such as تقيؤ are sufficiently general that an immediate تشخيص cannot be made. The best مؤشر of internal poisoning may be the وجود of an open حاوية of أدوية or toxic منزلية كيميائية. Check the ملصق for specific first إسعافات إرشادات for that specific سم."
37,"Internal التسمم may not be immediately apparent. التشخيص, such as التقيؤ are sufficiently general that an immediate تشخيص فوري cannot be made. The best مؤشر of internal تسمم may be the وجود of an open حاوية of أدوية or toxic household مواد كيميائية. Check the ملصق for specific first إسعافات instructions for that specific سم.","To Check the ضحية, you must first survey the مسرح to ensure your سلامتك. You need to notice the victim's وضعية as you approach him or her and any automatic red مؤشرات. If you get hurt trying to help, you may only serve to make الأمور worse."
38,"To Check the من الضحية, you must first survey the مسرح الجريمة to ensure your سلامتك. You need to notice the الضحية's وضعية as you approach him or her and any automatic red مؤشرات خطر. If you get hurt trying to help, you may only serve to make الأمور worse.","There are a الكثير of social and political الآثار such as the استخدام of نظام متري, a تحول from استبداد to نظام جمهوري, قومية and the اعتقاد the بلاد belongs to the شعب not to one sole حاكم. Also after the ثورة, مهن were open to all male متقدمين allowing the most ambitious and successful to succeed. Same goes for the جيش because instead of جيش تصنيفات being based on طبقة they were now based on أعيرة. The ثورة فرنسية also inspired many other repressed طبقة عاملة people of other country's to began their own ثورات."
39,"There are a lot of social and political آثار such as the use of metric نظام, a shift from absolutism to republicanism, القومية and the الاعتقاد the البلاد belongs to the الشعب not to one sole حاكم. Also after the الثورة المهن were open to all male متقدّمين allowing the most ambitious and successful to succeed. Same goes for the الجيش because instead of تصنيفات الجيش being based on الطبقة they were now based on أعيرة. The French ثورة also inspired many other repressed working class أبناء of other بلدان to began their own ثورات.","الجميع participates in المجتمع and uses أنظمة المواصلات. الجميع complains about أنظمة المواصلات. In developed البلدان you seldom hear similar مستويات of الشكاوى about جودة المياه or الجسور falling down. Why do أنظمة النقل engender such الشكاوى, why do they fail on a daily basis? Are مهندسو النقل just incompetent? Or is شيئاً more fundamental going on?"
40,"Everyone participates in المجتمع and uses أنظمة المواصلات. Almost everyone complains about أنظمة المواصلات. In developed البلدان you seldom hear similar مستويات من الشكاوى about جودة المياه or الجسور falling down. Why do أنظمة النقل engender such الشكاوى, why do they fail on a daily basis? Are مهندسو النقل just incompetent? Or is something more fundamental going on?","حركة المرور Flow is the دراسة of the حركة of individual السائقين and المركبات between two نقطتين and the تفاعلات they make with one another. Unfortunately, studying حركة المرور is difficult because سلوك السائق cannot be predicted with one-hundred في المئة certainty. Fortunately, السائقون tend to behave within a reasonably consistent نطاق; thus, حركة المرور streams tend to have some reasonable اتساق and can be roughly represented mathematically. To better represent حركة المرور, علاقات have been established between the three main خصائص: (1) flow, (2) الكثافة, and (3) السرعة. These علاقات help in تخطيط, تصميم, and عمليات of الطرق facilities."
41,"حركة المرور is the دراسة of the حركة of individual السائقين and المركبات between two نقطتين and the التفاعلات they make with one another. Unfortunately, studying حركة السير is difficult because سلوك السائق cannot be predicted with one-hundred percent يقين. Fortunately, السائقون tend to behave within a reasonably consistent نطاق; thus, حركة المرور tend to have some reasonable اتساق and can be roughly represented mathematically. To better represent تدفق حركة المرور, علاقات have been established between the three main الخصائص الرئيسية: (1) التدفق, (2) الكثافة, and (3) السرعة. These العلاقات help in تخطيط, تصميم, and تشغيل of مرافق الطرق.","The هيرشي وتشيس تجربة was one of the leading الدلائل that الحمض النووي was a genetic مادة. هيرشي وتشيس used العاثيات, or الفيروسات, to implant their own الحمض النووي into a الجراثيم. They did two تجربتين marking either the الحمض النووي in the العاثيات with a radioactive فوسفور or the بروتينها of the العاثيات with radioactive كبريت."
42,"The تجربة هيرشي وتشيس was one of the leading suggestions that الحمض النووي was a genetic مادة وراثية. Hershey and Chase used العاثيات, or الفيروسات, to implant their own الحمض النوويّ into a الجراثيم. They did two تجربتين marking either the حمض النووي in the العاثيات with a radioactive فوسفور or the بروتين of the العاثيات with radioactive كبريت.","الطفرات can have a مجموعة متنوعة of different آثار depending on the نوع of طفرة, the أهميّة of the قطعة of genetic مادّة affected and whether the خلايا affected are خط الإنتاشي cells. Only الطفرات in خلايا الخط الجرثومي can be passed on to أطفال, while طفرات elsewhere can cause موت الخلايا or سرطان."
43,"Mutations can have a variety of different آثار depending on the نوع of طفرة, the أهميّة of the قطعة of genetic مادّة وراثيّة affected and whether the خلايا affected are germ-line خط إنتاشي. Only طفرات in خلايا الخط الجرثومي can be passed on to الأطفال, while طفرات elsewhere can cause موت الخلايا or سرطان.","الماعز seem to have been first domesticated roughly 10,000 عام ago in جبال زاغروس of إيران. Ancient ثقافات and قبائل began to keep them for easy وصول to حليب, شعر, لحم, and جلود. Domestic ماعز were generally kept in قطعان that wandered on تلال or other مناطق رعي, often tended by رعاة الماعز who were frequently أطفال or مراهقين, similar to the more widely known راعي. These طرق of رعي are still used اليوم."
44,"Goats seem to have been first domesticated roughly 10,000 عام ago in the جبال زاغروس of Iran. Ancient الثقافات and القبائل began to keep them for easy الوصول to الحليب, الشعر, اللحوم, and الجلود. Domestic الماعز were generally kept in قطعان that wandered on التلال or other grazing مناطق, often tended by رعاة الماعز who were frequently أطفالاً or مراهقين, similar to the more widely known الراعي. These طرق of herding are still used today.","الغولف is a لعبة in which لاعبون use عصيّ to hit كرات into حفرات. Eighteen حفرات are played during a regular جولة, with لاعبون usually starting on the first حفرة on the ملعب and finishing on the الثامنة عشرة. The لاعب who takes the fewest ضربات, or تلويحات of the مضرب, to complete the دورة يفوز. The لعبة is played on عشب, and the عشب around the حفرة is mown shorter and called the خضراء."
45,"Golf is a لعبة in which اللاعبون use العصيّ to hit كرات into الثقوب. Eighteen حفرات are played during a regular جولة, with اللاعبون usually starting on the first حفرة on the الملعب and finishing on the الثامنة عشرة. The لاعب who takes the fewest ضربات, or تلويحات بالمضرب, to complete the دورة wins. The لعبة is played on العشب, and the العشب around the الحفرة is mown shorter and called the الخضراء.","العلم's main هدف is to figure out the طريقة the عالم works through the منهج scientific. This طريقة in واقع guides most scientific بحث. It isn't alone though, تجريب, and an تجربة is a اختبار that is used to eliminate one or more of the possible فرضيات, asking questions, and making ملاحظات also guide scientific بحث."
46,"Science's main هدف is to figure out the way the العالم works through the scientific منهج. This طريقة in fact guides most scientific بحث. It isn't alone though, التجريب, and an تجربة is a اختبار that is used to eliminate one or more of the possible فرضيات, asking أسئلة, and making ملاحظات also guide scientific بحث.","الأعاصير strike a مساحة compared to other violent عواصف, but they can destroy كل شيء in their مسار. الأعاصير uproot أشجار, rip ألواح from مباني, and fling سيارات up into the سماء. The most violent two بالمئة of الأعاصير last more than three ساعات. These وحشية storms have رياح up to 480 كم/ساعة (133 م/ث; 300 ميل/س)."
47,"Tornadoes strike a small مساحة محدودة compared to other violent عواصف شديدة, but they can destroy everything in their طريقها. Tornadoes uproot أشجار, rip ألواح from مباني, and fling سيارات up into the سماء. The most violent two بالمئة of أعاصير last more than three ساعات. These monster عواصف وحشية have سرعة up to 480 km/h (133 m/s; 300 mph).","البشر have been making and using العدسات for للتكبير for آلاف and آلاف of السنين. However, the first true تلسكوبات were made in أوروبا in the late 16th القرن. These تلسكوبات used a تجميعاً of two lenses to make distant الأشياء appear both nearer and larger."
48,"Humans have been making and using عدسات for magnification for thousands and thousands of سنين. However, the first true تلسكوبات were made in أوروبا in the late 16th قرن. These تلسكوبات used a تجميعاً of two عدستين to make distant أشياء appear both nearer and larger.","محمد was deeply interested in الأمور beyond this mundane حياة. He used to frequent a غار that became known as ""حراء"" on the جبل of ""نور"" (light) for تأمّل. The غار itself, which survived the أوقات, gives a very vivid صورة of Muhammad's spiritual ميول. Resting on the قمة of one of the جبال north of مكة, the غار is completely isolated from the rest of the عالم. In الحقيقة, it is not easy to find at all even if one knew it existed. Once inside the غار, it is a total عزلة. لا شيء can be seen other than the clear, beautiful سماء above and the many surrounding جبال. Very little of this عالم can be seen or heard from inside the غار."
49,"Muhammad was deeply interested in الأمور التي تتجاوز beyond this mundane الحياة الدنيويّة. He used to frequent a غار that became known as ""Hira'"" on the جبل of ""Noor"" (light) for التأمّل. The غار itself, which survived the العصور, gives a very vivid صورة of Muhammad's spiritual ميول. Resting on the قمة of one of the الجبال north of Mecca, the كهف is completely isolated from the بقية العالم. In fact, it is not easy to find at all even if one knew it existed. Once inside the الكهف, it is a total عزلة. Nothing can be seen other than the clear, beautiful السماء above and the many surrounding الجبال. Very little of this العالم can be seen or heard from inside the الكهف.","طرق العربات were built in إنجلترا as early as the 16th القرن. Although طرق العربات merely consisted of parallel ألواحٍ of خشبيةٍ, they allowed الخيول pulling them to achieve greater سرعاتٍ and pull larger أحمالٍ than on the slightly more rough الطرق of the التوقيت. قضبان القطارات were introduced fairly early to hold the المسارات in place. Gradually, however, it was realised that tracks would be more efficient if they had a شريط of حديدي on the أعلى. This became common عرف, but the الحديد caused more التآكل on the wooden العجلات of the العربات. Eventually, wooden العجلات were replaced by حديدية wheels. In 1767, the first full-حديدية قضبان were introduced."
50,"Wagonways were built in إنجلترا as early as the 16th القرن السادس عشر. Although wagonways merely consisted of parallel ألواحٍ خشبيةٍ متوازيةٍ of خشبية, they allowed الخيول pulling them to achieve greater سرعاتٍ and pull larger أحمالٍ than on the slightly more rough طرق of the ذلك التوقيت. قضبان القطارات were introduced fairly early to hold the المسارات in تثبيت. Gradually, however, it was realised that المسار would be more efficient if they had a شريط حديدي on the أعلى. This became common عرف متبع, but the الحديد caused more التآكل on the wooden العجلات of the العربات. Eventually, wooden العجلات were replaced by حديدية عجلات. In 1767, the first full-iron قضبان حديدية كاملة were introduced.","الرومانسية had a large عنصراً of cultural الحتمية, drawn from كتّاب such as جوته, فيشت, and شليغل. In the سياق of الرومانسية, the جغرافيا molded أفراد, and over الوقت عادات and ثقافة related to that جغرافيا arose, and these, being in وئام with the مكان of the مجتمع, were better than arbitrarily imposed قوانين."
51,"Romanticism had a large عنصراً of cultural determinism, drawn from كتّاب such as Goethe, Fichte, and Schlegel. In the سياق of Romanticism, the الجغرافيا molded الأفراد, and over الوقت العادات والثقافة related to that الجغرافيا arose, and these, being in وئام with the مكان of the المجتمع, were better than arbitrarily imposed القوانين.","""الحتمية التكنولوجية is a مصطلح that encompasses a wide مجموعة واسعة of الأفكار in الممارسة, from التكنولوجيا-push or the technological الضرورة to a strict الشعور that human مصير is driven by an underlying منطق associated with scientific قوانين and their مظاهر in التكنولوجيا. Most تفسيرات of technological الحتمية share two general فكرتان: that the تطور of التكنولوجيا itself follows a مسار largely beyond cultural or political تأثير, and that التكنولوجيا in بدورها has """"تأثيرات"""" on مجتمعات that are inherent, rather than socially conditioned. For مثال, one might say that the محرك سيارة necessarily leads to the development of طرق. However, a nationwide شبكة طرق is not economically viable for just a حفنة of سيارات, so new طرق of إنتاج are developed to reduce the تكلفة of car ملكية. الجماعي car ملكية also leads to a higher معدل of حوادث on the طرق, which leads to the اختراع of new تقنيات in رعاية صحية for repairing damaged أجسام."""
52,"""Technological الحتمية التكنولوجية is a مصطلح that encompasses a wide مجموعة واسعة of ideas in الممارسة, from technology-push or the الضرورة التكنولوجية to a strict الشعور that human مصير is driven by an underlying منطق أساسي associated with scientific laws and their مظاهرها in التكنولوجيا. Most interpretations of technological الحتمية التكنولوجية share two general ideas: that the تطور التكنولوجيا itself follows a مسارا largely beyond cultural or political التأثير, and that التكنولوجيا in بدورها has """"تأثيرات"""" on societies that are متأصلة, rather than المرتبطة بالمجتمع. For سبيل المثال, one might say that the محرك السيارة necessarily leads to the تطوير الطرق. However, a nationwide شبكة طرق is not economically viable for just a حفنة of cars, so new methods of طرق جديدة are developed to reduce the تكلفة of car ملكية. Mass الامتلاك الجماعي للسيارات also leads to a higher معدل of accidents on the roads, which leads to the ابتكار of new techniques in الرعاية الصحية for repairing damaged bodies.""","""The """"وتر لأعلى"""" علامة looks like a V and the """"وتر لأسفل"""" علامة like a دباسة or a مربّع missing its bottom جانب. أعلى means you should start at the طرف and push the قوس, and أسفل means you should start at the دباسة (which is where your يد is holding the قوس) and pull the قوس. An up-قوس usually generates a softer صوت, while a down-قوس is stronger and more assertive. Feel free to pencil in your own علامات, but remember the printed قوس علامات are there for a musical سبب, so they should usually be respected."""
53,"""The """"up bow"""" علامة looks like a V and the """"down bow mark"""" like a دباسة or a مربّع missing its bottom side. Up means you should start at the طرف and push the القوس, and down means you should start at the نهاية القوس (which is where your يدك is holding the القوس) and pull the القوس. An up-bow usually generates a softer صوتاً, while a down-bow is stronger and more assertive. Feel free to pencil in your own علاماتك الخاصة, but remember the printed bowing العلامات المطبوعة المنحنية are there for a musical سبب موسيقي, so they should usually be respected.""","Unlike other الرئيسيات, البشرُ no longer use their أيديهم in الحركة or bearing الوزن or swinging through the الأشجار. The الشمبانزي's يد and قدم are similar in الحجم and طول, reflecting the يد's استخدام for bearing الوزن in مفصل walking. The human يد is shorter than the قدم, with straighter سلاميات. عظام الأيدي بحفريّات two million to three million عام old reveal this التحوّل in اختصاص of the يد from التنقّل to المناورة."
54,"Unlike other الرئيسيات الأخرى, البشر no longer use their أيديهم in الحركة or bearing الوزن or swinging through the الأشجار. The الشمبانزي's يد and قدميه are similar in الحجم and الطول, reflecting the اليد's use for bearing الوزن in knuckle walking. The human اليد البشرية is shorter than the القدم, with straighter سلاميات. Fossil عظام الأيدي two million to three million years old reveal this التحوّل in اختصاص of the اليد from التنقّل to المناورة.","Twentieth القرن أبحاث has shown that there are two مجموعتين of genetic التنوعات: hidden and expressed. الطفرة adds new genetic variation, and الانتقاء removes it from the تجميعة of expressed variation. الفصل and إعادة التركيب shuffle variation back and forth between the two pools with each جيل."
55,"Twentieth century أبحاث has shown that there are two مجموعتين of genetic التنوعات: hidden and expressed. الطفرة adds new genetic اختلافات, and الانتقاء removes it from the تجميعة of expressed الاختلافات. الفصل and إعادة التركيب shuffle التباين back and forth between the two المجموعتين with each جيل.","""Out on the سافانا, it is hard for a رئيسيات with a digestive جهاز like that of بشر to satisfy its متطلبات أحماض أمينية from available موارد نباتية. Moreover, فشل to do so has serious عواقب: اكتئاب نمو, سوء تغذية, and ultimately موت. The most readily accessible موارد نباتية would have been the بروتينات accessible in أوراق and بقول, but these are hard for رئيسيات like us to digest unless they are cooked. In نقيض, أطعمة حيوانية (نمل, نمل أبيض, بيض) not only are easily digestible, but they provide high-كمية بروتينات that contain all the essential أحماض أمينية. All أشياء considered, we should not be surprised if our أسلاف solved their """"مشكلة بروتين"""" in somewhat the same طريقة that شمبانزي on the سافانا do اليوم."""
56,"""Out on the السافانا, it is hard for a الرئيسيات with a جهاز هضمي like that of البشر to satisfy its متطلباتها من الأحماض الأمينية from available الموارد النباتية. Moreover, الفشل to do so has serious عواقب وخيمة: اكتئاب النمو, نقص التغذية, and ultimately الموت. The most readily accessible الموارد النباتية would have been the البروتينات accessible in الأوراق and البقول, but these are hard for الرئيسيات like us to digest unless they are cooked. In contrast, الأطعمة الحيوانية (النمل, النمل الأبيض, البيض) not only are easily digestible, but they provide high-quantity بروتينات that contain all the essential الأحماض الأمينية الأساسية. All الأشياء considered, we should not be surprised if our own أسلافنا solved their ""مشكلة البروتين"" in somewhat the same طريقة that الشمبانزي on the السافانا do today.""","الثّقافات الفرعيّة bring together الأفراد who feel neglected by المعايير and allow them to develop a شعور of هويّة. الثقافات الفرعية can be distinctive because of the العمر, العِرق, الطبقة, الموقع, and/or جنس of the الأعضاء. The الصفات that determine a ثقافة فرعية as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a مجموعة of العوامل. أعضاء of a ثقافة فرعية often signal their عضويتهم through a distinctive and symbolic استخدام of أسلوب, which includes الملابس, التكلف, and الاصطلاح."
57,"الثّقافات الفرعيّة bring together الأفراد المتشابهين في التفكير who feel neglected by المعايير المجتمعيّة and allow them to develop a شعور بالهويّة. الثقافات الفرعية can be distinctive because of the العمر, العِرق, الطبقة, الموقع, and/or جنس الأعضاء. The الصفات that determine a ثقافة فرعية as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a مجموعة من العوامل. أعضاء الثقافات الفرعية often signal their عضويتهم through a distinctive and symbolic استخدام للأسلوب, which includes الملابس, التكلف, and الاصطلاح.",الأطفال develop an وعياً of العرقية and racial القوالب النمطية quite young and these racial القوالب النمطية affect السلوك. For المثال، الأطفال who identify with a racial أقلية that is stereotyped as not doing well in المدرسة tend to not do well in المدرسة once they learn about the الصورة النمطية associated with their race.
58,"Children develop an awareness of القوالب النمطية العرقية and racial العنصرية quite young and these racial القوالب النمطية العنصرية affect السلوك. For instance, الأطفال who identify with a أقلية عرقية that is stereotyped as not doing well in المدرسة tend to not do well in المدرسة once they learn about the الصورة النمطية associated with their عرقهم.","""One of the most common طرق used to illustrate the أهمية of تنشئة اجتماعية is to draw upon the few unfortunate حالات of أطفال who were, through إهمال, سوء حظ, or wilful إيذاء, not socialized by بالغين while they were growing up. Such أطفال are called ""وحشي"" or wild. Some أطفال وحشيين have been confined by أشخاص (usually their والدين); in some cases this تخلي عن الطفل was due to the والدين' رفض of a child's severe intellectual or physical إعاقة. أطفال وحشيين may have experienced severe إساءة معاملة الطفل or صدمات before being abandoned or running away. آخرون are alleged to have been brought up by حيوانات; some are said to have lived in the برية on their own. When completely brought up by non-human حيوانات, the طفل وحشي exhibits سلوكيات (within physical حدود) almost entirely like those of the particular حيوان رعاية, such as its خوف of or عدم اكتراث to بشر."""
59,"""One of the most common الطرق used to illustrate the أهمية of التنشئة الاجتماعية is to draw upon the few unfortunate الحالات of الأطفال who were, through الإهمال, سوء الحظ, or wilful الإيذاء المتعمد, not socialized by البالغين while they were growing up. Such الأطفال are called ""الوحشي"" or البريّ. Some feral الأطفال have been confined by أشخاص (usually their own والديهم); in some الحالات this التّخلي عن الطّفل was due to the الوالدين' رفض of a الطّفل's severe intellectual or physical إعاقة. Feral الأطفال may have experienced severe إساءة معاملة أثناء الطفولة or صدمات before being abandoned or running away. Others are alleged to have been brought up by الحيوانات; some are said to have lived in البرية on their own. When completely brought up by non-human حيوانات, the feral الطفل exhibits سلوكيات (within physical الحدود المادية) almost entirely like those of the particular care-حيوان, such as its الخوف من or عدم الاكتراث بهم البشر.""","زراعةُ الكِفافِ is زراعة carried out for the إنتاجِ of enough غذاء to meet just the يحتاجه of the مزارعُ and his/her عائلته. زراعةُ الكِفافِ is a simple, often organic, نظام using saved بذور الأصلية to the منطقة البيئية combined with محاصيل تناوب or other relatively simple تقنيات to maximize غلة. Historically most مزارعين were engaged in زراعة الكفاف and this is still the حال in many developing دول."
60,"Subsistence زراعة الكفاف is الزراعة التي يتم إجراؤها for the إنتاج of enough الغذاء to meet just the needs of the المزارع and his/her عائلته. Subsistence زراعة الكفاف is a simple, often organic, نظام using saved البذور native to the المنطقة البيئية combined with تناوب المحاصيل or other relatively simple التقنيات to maximize الغلة. Historically most المزارعين were engaged in subsistence زراعة الكفاف and this is still the الحال in many الدول النامية.","Perhaps the most common نوع of سياحة is what most الناس associate with traveling: سياحة Recreation. This is when الناس go to a مكان that is very different from their regular يوم-to-يوم حياة to relax and have متعة. شواطئ, حدائق theme, and أراضي camp are often the most common أماكن frequented by recreational سائحون. If the هدف of one's زيارة to a particular مكان is to get to know its تاريخ and ثقافة then this نوع of سياحة is known as cultural سياحة. سائحون may visit different معالم of a particular بلد or they may simply opt to focus on just one منطقة."
61,"Perhaps the most common type of السياحة is what most الناس associate with traveling: السياحة الترفيهية. This is when السائحون go to a مكان that is very different from their regular day-to-day حياتهم to relax and have الاستمتاع. الشواطئ, حدائق الملاهي and مواقع التخييم are often the most common الأماكن frequented by recreational السائحون. If the الهدف of one's زيارة to a particular مكان is to get to know its تاريخه and ثقافته then this type of سياحة is known as السياحة الثقافية. السائحون may visit different مواقع سياحية of a particular بلد or they may simply opt to focus on just one منطقة.","الأفراد who had been involved for several عقود helped us appreciate our قوتنا and عواطفنا while candidly assessing صعوبات and even إخفاقات. While listening to الأفراد share their individual, عائلية, and organizational قصص, we gained valuable نظرة ثاقبة into the ماضي and some of the شخصيات who influenced for good or ill the ثقافة of the منظمة. While فهم one's تاريخ does not assume فهم of culture, it does at least help الناس gain a إحساساً of where they fall within the تاريخ of the منظمة. While assessing the نجاحات and becoming aware of إخفاقات, الأفراد and the whole of the participating أشخاص discover more deeply the قيم, رسالة, and يدفعها قوى of the منظمة. In this حالة, recalling previous نماذج of entrepreneurial سلوك and resulting نجاحات helped الناس to be open to new تغيّرات and new اتجاه for the local كنيسة. Such قصص النجاح lessened the مخاوف of تغيير, while creating positive اتجاهات toward تغيير in the مستقبل."
62,"The الأفراد who had been involved for several عقود helped us appreciate our نقاط قوتنا and عواطفنا while candidly assessing الصعوبات and even الإخفاقات. While listening to الأفراد share their individual, العائلية, and organizational قصصهم, we gained valuable نظرة ثاقبة into the الماضي and some of the الشخصيات who influenced for إيجابي or سلبي the ثقافة of the المنظمة. While understanding one's تاريخ does not assume فهم of ثقافته, it does at least help الأفراد gain a إحساساً of where they fall within the تاريخ of the المنظمة. While assessing the النجاحات and becoming aware of الإخفاقات, الأفراد and the المشاركون discover more deeply the قيم, رسالتها, and driving قوى of the المنظمة. In this الحالة, recalling previous النماذج of entrepreneurial السلوك الريادي and resulting النجاحات helped الناس to be open to new التغيّرات and new اتجاه for the local الكنيسة المحليّة. Such قصص النّجاح lessened the مخاوف of التّغيير, while creating positive اتجاهاتٍ toward التّغيير in the المستقبل.","The postmodern منهج to التعلم offers the تحرر from مطلقات. There is no واحد good طريقة to learn. In الواقع, there is not واحد good شيء to learn. التعلم takes يحدث in the تجربة between the مُتعلم and the معرفة presented. Our current تجربة with all the do-it-yourself and معلومات presenting, learning-based عروض تلفزيونية illustrates this نقطة. So many of us find ourselves watching a برنامج تلفزيوني that informs us of a عملية or تجربة in which we will never participate or apply that knowledge. We will never overhaul a سيارة, build a نافورة in our فناء خلفي, travel to بيرو to examine ancient آثار, or remodel our جار's منزل."
63,"The منهج ما بعد التمدن التعليمي approach to learning offers the التحرر from absolutes. There is no one good طريقة to learn. In fact, there is not one good شيء يمكن تعلمه. التعلم takes place in the التجربة between the المُتعلم and the المعرفة المُقدَمة. Our current تجربتُنا with all the do-it-yourself and العروض التلفزيونية القائمة المقدمة للمعلومات والقائمة على التعلم shows illustrates this النقطة. So many of us find ourselves watching a برنامج تلفزيوني that informs us of a عمليةٍ or تجربةٍ in which we will never participate or apply that المعرفة. We will never overhaul a سيارة, build a نافورة in our فنائنا الخلفي, travel to بيرو to examine ancient الآثار, or remodel our neighbour's منزل.","انقطاع النوم is the عملية of purposefully الاستيقاظ during your normal فترة نومك and falling asleep a short فترة later (10–60 دقيقة). This can be easily done by using a relatively quiet منبه to bring you to وعيك without fully waking you. If you find yourself resetting the الساعة in your sleep, it can be placed on the other الناحية of the غرفة, forcing you to get out of السرير to turn it off. Other النظم الحيوية-based خيارات involve drinking الكثير of السوائل (particularly الماء or الشاي, a known مُدرّات) prior to sleep, forcing one to get up to urinate."
64,"Sleep انقطاع النوم is the عملية of purposefully awakening during your normal sleep فترة and falling asleep a short فترة later (10–60 minutes). This can be easily done by using a relatively quiet منبه to bring you to وعيك without fully waking you. If you find yourself resetting the الساعة in your نومك, it can be placed on the other الناحية of the الغرفة, forcing you to get out of السرير to turn it off. Other biorhythm-based الخيارات involve drinking lots of السوائل (particularly الماء or الشاي, a known diuretic) prior to النوم, forcing one to get up to للتبول.","Some ناس believe that experiencing many artificially induced lucid أحلام often enough can be very exhausting. The main سبب for this ظاهرة is the نتيجة of the lucid dreams expanding the طول of وقت between REM حالات. With fewer REMs per ليلة, this حالة in which you experience actual نوم and your جسم recovers becomes infrequent enough to become a مشكلة. This is just as exhausting as if you were to wake up every twenty or thirty دقائق and watch تلفاز. The تأثير is dependent on how often your دماغ attempts to lucidly dream per night."
65,"Some people believe that experiencing many artificially induced lucid أحلام واعية often enough can be very exhausting. The main سبب for this ظاهرة is the نتيجة of the lucid أحلام expanding the المدة الزمنية between REM حالات. With fewer REMs per ليلة, this حالة in which you experience actual نوم and your جسم recovers becomes infrequent enough to become a مشكلة. This is just as exhausting as if you were to wake up every twenty or thirty دقيقة and watch التلفاز. The تأثير is dependent on how often your مخ attempts to lucidly dream per ليلة.","Virtual فرقُ are held to the same معاييرِ of تميّز as conventional فرقُ, but there are subtle اختلافات. Virtual فريق أعضاء often function as the نقطة اتصال for their immediate physical مجموعاتهم. They often have more استقلالية than conventional فريق أعضاء as their فرقُ may meet according to varying مناطق زمنية which may not be understood by their local إدارتهم. The وجود of a true ""invisible فريق"" (لارسون and ولافاستو, 1989, p109) is also a unique مكون of a virtual فريق. The ""invisible فريق"" is the إدارة team to which each of the أعضاء report. The invisible فريق sets the standards for each عضو."
