,LLM-Centric,Alignment-Based
40,"Everyone participates in la société and uses les systèmes de transport. Almost everyone complains about les systèmes de transport. In developed pays you seldom hear similar plaintes concernant la qualité de l'eau or ponts falling down. Why do les systèmes de transport engender such plaintes, why do they tombent en panne on a daily basis? Are les ingénieurs des transports just incompetent? Or is something more fondamental going on?","Le flux de trafic is the étude of the mouvements of individual conducteurs and véhicules between two points and the interactions they make with one another. Unfortunately, studying flux de circulation is difficult because comportement des conducteurs cannot be predicted with one-hundred pour cent certitude. Fortunately, conducteurs tend to behave within a reasonably consistent fourchette; thus, flux de circulation tend to have some reasonable cohérence and can be roughly represented mathematically. To better represent flux de trafic, relations have been established between the three main caractéristiques: (1) débit, (2) densité, and (3) vitesse. These relations help in planification, conception, and fonctionnement of installations routières."
41,"Le flux de trafic is the étude of the mouvements of individual conducteurs and véhicules between two points and the interactions they make with one another. Unfortunately, studying le flux de circulation is difficult because le comportement des conducteurs cannot be predicted with one-hundred percent de certitude. Fortunately, conducteurs tend to behave within a reasonably consistent fourchette; thus, les flux de circulation tend to have some reasonable cohérence and can be roughly represented mathematically. To better represent le flux de trafic, relations have been established between the three main caractéristiques: (1) le débit, (2) la densité, and (3) la vitesse. These relations help in la planification, la conception, and le fonctionnement of installations routières.","The expérience Hershey et Chase was one of the leading indications that l'ADN was a genetic matériel. Hershey et Chase used phages, or virus, to implant their own ADN into a bactérie. They did two expériences marking either l'ADN in the phage with a radioactive phosphore or the protéine of the phage with radioactive soufre."
42,"L'expérience Hershey et Chase was one of the leading suggestions that l'ADN était un matériel génétique. Hershey et Chase utilisé des phages, ou des virus, to implant leur propre ADN into a bactérie. They did two expériences marking either l'ADN du phage with a radioactive phosphore or the protéine du phage with radioactive soufre.","Les mutations can have a variété of different effets depending on the type de mutation, l'importance of the partie of genetic matériel affected and whether the cellules affected are cellules germinales. Only mutations in cellules germinales can be passed on to enfants, while mutations elsewhere can cause mort cellulaire or cancer."
43,"Mutations can have a variety of different effets depending on the type de mutation, the importance de la partie of genetic matériel affected and whether the cellules affected are cellules germinales. Only mutations in cellules germinales can be passed on to enfants, while mutations elsewhere can cause mort des cellules or cancer.","Chèvres seem to have been first domestiquées roughly 10,000 ans ago in the monts Zagros of Iran. Ancient cultures et tribus began to keep them for easy accès to lait, poils, viande, et peaux. Domestic chèvres were generally kept in troupeaux that wandered on collines or other espaces de pâturage, often tended by chevriers who were frequently enfants or adolescents, similar to the more widely known berger. These méthodes of herding are still used aujourd'hui."
44,"Goats seem to have been first domesticated roughly 10,000 ans ago in the Zagros monts of Iran. Ancient cultures et tribus began to keep them for easy accès to lait, poils, viande, and peaux. Domestic chèvres were generally kept in troupeaux that wandered on collines or other grazing espaces, often tended by chevriers who were frequently enfants or adolescents, similar to the more widely known bergers. These méthodes pastorales are still used today.","Le golf est un jeu dans lequel les joueurs utilisent des clubs pour hit balles into trous. Eighteen trous are played during a regular partie, with joueurs usually starting on the premier trou on the parcours and finishing on the dix-huitième. The joueur who takes the fewest coups, or swings of the club, to complete the parcours gagne. The jeu is played on herbe, and the herbe around the trou is mown shorter and called the green."
45,"Golf is a jeu in which joueurs use clubs to hit balles into trous. Eighteen trous are played during a regular partie, with joueurs usually starting on the first trou on the parcours and finishing on the dix-huitième. The joueur who takes the fewest coups, or swings of the club, to complete the parcours wins. The jeu is played on l'herbe, and the gazon around the trou is mown shorter and called the « green ».","Science's objectif principal is to figure out la façon dont le monde works through the méthode scientifique. This méthode en fait guides most recherches scientifiques. It isn't alone though, l'expérimentation, and an expérience is a test qui is used to eliminate one or more of the hypothèses possibles, asking questions, and making observations also guide recherche scientifique."
46,"Science's main objectif is to figure out the way the monde works through the scientific méthode. This méthode in fact guides most scientific recherches. It isn't alone though, cependant, and an expérience is a test that is used to eliminate one or more of the possible hypothèses, asking questions, and making observations also guide scientific recherche.","Les tornades strike une petite zone compared to other violent tempêtes, but they can destroy tout in their passage. Les tornades uproot arbres, arrachent planches from bâtiments, and fling voitures up into the ciel. The most violent two pour cent of tornades last more than three heures. These tempêtes géantes have vents up to 480 km/h (133 m/s; 300 mph)."
47,"Tornadoes strike a small zone compared to other violent tempêtes, but they can destroy everything in their passage. Tornadoes uproot arbres, rip planches from bâtiments, and fling voitures up into the ciel. The most violent two pour cent of tornades last more than three heures. These monster tempêtes have vents up to 480 km/h (133 m/s; 300 mph).","L'homme have been making and using lentilles for l'agrandissement for milliers and milliers of années. However, the first true télescopes were made in Europe in the late 16th siècle. These télescopes used a combinaison of two lentilles to make distant objets appear both nearer and larger."
48,"Humans have been making and using lentilles for magnification for thousands and thousands of années. However, the first true télescopes were made in Europe in the late 16th siècle. These télescopes used a combinaison of two lentilles to make distant objets appear both nearer and larger.","Muhammad was deeply interested in questions beyond cette vie mondaine. He used to frequent une grotte that became known as ""Hira'"" on la montagne of ""Noor"" (lumière) for contemplation. La grotte itself, which survived l'époque, gives une très vivid image of Muhammad's penchants spirituels. Resting on le sommet of one of les montagnes north of La Mecque, la grotte is completely isolée from le reste du monde. En fait, it is not easy to find at all even if one knew ça existed. Once inside la grotte, it is a total isolation. Rien can be seen other than le ciel clair, beautiful above and the many surrounding montagnes. Very peu of cet univers can be seen or heard from inside la grotte."
49,"Muhammad was deeply interested in questions qui dépassaient le cadre de cette vie mondaine. He used to frequent a grotte that became known as ""Hira'"" on the montagne of ""Noor"" (light) for la contemplation. The grotte itself, which survived l'époque, gives a very vivid image of Muhammad's penchants spirituels. Resting on the sommet of one of the montagnes north of La Mecque, the grotte is completely isolée from the reste du monde. In fact, it is not easy to find at all even if one knew ça existait. Once inside the grotte, it is a total isolement. Nothing can be seen other than the ciel clair et magnifique above and the nombreuses montagnes environnantes. Very little of this univers can be seen or heard from inside the grotte.","Wagonways étaient construits en Angleterre dès le 16th siècle. Although les wagonways merely consisted of planches parallèles de bois, they allowed chevaux pulling them to achieve greater vitesses and pull larger charges than on the slightly more rough routes of the journée. Croisillons were introduced fairly early to hold the pistes in place. Gradually, however, it was realised that pistes would be more efficient if they had a bande of fer on the top. This became common pratique, but the fer caused more usure on the wooden roues of the wagons. Eventually, wooden roues were replaced by fer wheels. In 1767, the first full-fer rails were introduced."
50,"Wagonways were built in Angleterre as early as the XVIème siècle. Although wagonways merely consisted of parallel planches de bois, they allowed chevaux pulling them to achieve greater vitesses and pull larger charges than on the slightly more rough routes of the journée. Croisillons were introduced fairly early to hold the pistes in place. Gradually, however, it was realised that pistes would be more efficient if they had a bande de fer on the dessus. This became pratique courante, but the fer caused more usure on the wooden roues of the wagons. Eventually, wooden roues were replaced by roues en fer. In 1767, the first full-iron rails were introduced.","Le romantisme had a large élément of cultural déterminisme, drawn from écrivains such as Goethe, Fichte, and Schlegel. In the contexte of Romanticism, the géographie molded individus, and over temps customs and culture related to that géographie arose, and these, being in harmonie with the lieux of the société, were better than arbitrarily imposed lois."
51,"Romanticism had a large élément of cultural determinism, drawn from écrivains such as Goethe, Fichte, and Schlegel. In the théories of Romanticism, the géographie molded individus, and over le temps, des coutumes et une culture related to that géographie arose, and these, being in harmonie with the lieux occupied by the société, were better than arbitrarily imposed lois.","""Technological déterminisme is a terme that encompasses a wide éventail of idées in pratique, from technology-poussée or the technological impératif to a strict sens that human destin is driven by an underlying logique associated with scientific lois and their manifestation in technologie. Most interprétations of technological déterminisme share two general idées: that the développement of technologie itself follows a processus largely beyond cultural or political influence, and that technologie in turn has """"effets"""" on sociétés that are inherent, rather than socially conditioned. For exemple, one might say that the voiture necessarily leads to the développement of routes. However, a nationwide réseau routier is not economically viable for just a poignée of voitures, so new méthodes de production are developed to reduce the coût of car possession. Massive car possession also leads to a higher incidence of accidents on the routes, which leads to the invention of new techniques in soins de santé for repairing damaged corps."""
52,"""Technological déterminisme is a terme that encompasses a wide éventail of ideas in la pratique, from technology-push or the impératif technologique to a strict sens that human destin is driven by an underlying logique associated with scientific laws and their manifestation in les technologies. Most interpretations of technological déterminisme share two general ideas: that the développement of technologie itself follows a processus largely beyond cultural or political influences, and that technologie in sociétés has """"effects"""" on societies that are inherent, rather than socially conditioned. For exemple, one might say that the automobile necessarily leads to the développement of roads. However, a nationwide road réseau is not economically viable for just a poignée of cars, so new methods of production are developed to reduce the coût of car possession. Mass car possession also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in le domaine des soins de santé for repairing lésions corporelles.""","""The """"up archet"""" symbole looks like a V and the """"down archet"""" symbole like an agrafe or a carré missing its bottom côté. Haut means you should start at the pointe and push the archet, and bas means you should start at the hausse (which is where your main is holding the archet) and pull the archet. An up-archet usually generates a softer son, while a down-archet is stronger and more assertive. Feel free to pencil in your own marques, but remember the printed archet marques are there for a musical motif, so they should usually be respected."""
53,"""The """"up bow"""" symbole ressemble à un V and the """"down bow mark"""" like an agrafe or a carré missing its bottom side. Up means you should start at the pointe and push the archet, and down means you should start at the hausse (which is where your main is holding the arc) and pull the archet. An up-bow usually generates a softer son, while a down-bow is plus fort et plus affirmé. Feel free to pencil in your own marques, but remember the printed bowing marques d'archet are there for a musical motif, so they should usually be respected.""","Unlike other primates, hominidés no longer use their mains in locomotion or bearing poids or swinging through the arbres. The chimpanzé's main and pied are similar in taille and longueur, reflecting the main's use for bearing poids in knuckle walking. The human main is shorter than the pied, with straighter phalanges. Fossile hand os two millions to three millions années old reveal this shift in specialization of the main from locomotion to manipulation."
54,"Unlike other primates, hominidés no longer use their mains for marcher or bearing charges lourdes or swinging through the arbres. The chimpanzé's main and pied are similar in taille and longueur, reflecting the main's use for bearing poids in locomotion sur les articulations. The human main is shorter than the pied, with straighter phalanges. Fossil os de la main two million to three millions years old reveal this mutation in fonction of the main from locomotion to manipulation.","Vingtième siècle recherches has shown that there are two réservoirs of genetic variation: hidden and expressed. La mutation adds new genetic variation, and la sélection removes it from the réserve of expressed variation. La ségrégation and la recombinaison shuffle variation back and forth between the two réservoirs with each génération."
55,"Twentieth century recherches has shown that there are two réservoirs of genetic variation: hidden and expressed. La mutation adds new genetic variation, and la sélection removes it from the réserve of expressed variations. La ségrégation and la recombinaison shuffle variations back and forth between the two bassins with each génération.","""Out on the savane, it is hard for a primate with a digestive système like that of humains to satisfy its acides aminés besoins from available ressources végétales. Moreover, absence to do so has serious conséquences: troubles de croissance, malnutrition, and ultimately mort. The most readily accessible ressources végétales would have been the protéines accessible in feuilles and légumineuses, but these are hard for primates like us to digest unless they are cooked. In opposition, nourriture animale (fourmis, termites, œufs) not only are easily digestible, but they provide high-quantité protéines that contain all the essential acides aminés. All choses considered, we should not be surprised if our own ancêtres solved their « problème de protéines » in somewhat the same manière that chimpanzés on the savane do aujourd'hui."""
56,"""Out on the savane, it is hard for a primate with a système digestif like that of humains to satisfy its besoins en acides aminés from available ressources végétales. Moreover, une absence de réaction has serious conséquences: troubles de la croissance, malnutrition, and ultimately la mort. The most readily accessible ressources végétales would have been the protéines accessible in feuilles and légumineuses, but these are hard for primates like us to digest unless they are cuites. In contrast, nourriture d'origine animale (fourmis, termites, œufs) not only are easily digestible, but they provide high-quantity protéines that contain all the essential acides aminés vitaux. Tout bien considéré, we should not be surprised if our own ancêtres solved their ""problème de protéines"" in somewhat the same manière that chimpanzés on the savane do today.""","Les sous-cultures bring together like-minded individus who feel neglected by societal normes and allow them to develop a sentiment d'identité. Les sous-cultures can be distinctive because of the âge, origine ethnique, classe, localisation, and/or sexe of the membres. The critères that determine a sous-culture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combinaison of facteurs. Membres of a sous-culture often signal their appartenance through a distinctive and symbolic usage of style, which includes modes, maniérismes, and argot."
57,"Les sous-cultures bring together like-minded individus se sentant négligés par les normes sociétales and allow them to develop a sentiment d'identité. Les sous-cultures can be distinctive because of the âge, origine ethnique, classe, localisation, and/or sexe of the membres. The critères that determine a sous-culture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combinaison de facteurs. Membres of a sous-culture often signal their appartenance through a distinctive and symbolic usage du style, which includes modes, maniérismes, and argot.","Enfants develop an conscience of race and racial stéréotypes quite young and these racial stéréotypes affect comportement. For exemple, enfants who identify with a minorité raciale that is stereotyped as not doing well in école tend to not do well in école once they learn about the stéréotype associated with their race."
58,"Children develop an awareness of la notion de race and racial stéréotypes quite young and these stéréotypes raciaux affect le comportement. For instance, les enfants who identify with a minorité raciale that is stereotyped as not doing well in l'école tend to not do well in l'école once they learn about the stéréotype associated with their race.","One of the most common méthodes used to illustrate the importance de socialisation is to draw upon the few unfortunate cas d'enfants who were, through négligence, malheur or wilful abus, not socialized by adultes while they were growing up. Such enfants are called ""féroces"" or wild. Some enfants sauvages have been confined by personnes (usually their own parents); in some cases this abandonment de l'enfant was due to the parents' rejet of a child's severe intellectual or physical déficience. Les enfants sauvages may have experienced severe child abus or traumatismes before being abandoned or running away. D'autres are alleged to have been brought up by animaux; some are said to have lived in the sauvage on their own. When completely brought up by non-human animaux, the enfant sauvage exhibits comportements (within physical limites) almost entirely like those of the particular care-animal, such as its peur of or indifférence to humains."
59,"""One of the most common méthodes used to illustrate the importance de la socialisation is to draw upon the few unfortunate cas d'enfants who were, through négligence, malheur, or wilful abus, not socialisés par des adultes while they were growing up. Such enfants are called """"feral"""" or sauvages. Some enfants sauvages have been confined by personnes (usually their own parents); in some cas this abandon was due to the parents' rejet of a enfant's severe déficience intellectuelle ou physique. Feral enfants may have experienced severe abus or traumatismes before being abandoned or running away. Others are alleged to have been brought up by animaux; some are said to have lived seuls dans la nature. When completely brought up by espèces non humaines, the feral enfants exhibits comportements (within physical limites) almost entirely like those of the particular care-animaux, such as its peur of or indifférence to humains.""","Subsistance agriculture is agriculture carried out for the production of enough nourriture to meet just the besoins of the agriculteur and his/her famille. Subsistance agriculture is a simple, often organic, système using saved semences natives to the écorégion combined with cultures rotation or other relatively simple techniques to maximize rendement. Historically most agriculteurs were engaged in subsistance agriculture and this is still the cas in many developing nations."
60,"Subsistence agriculture is une agriculture pratiquée pour produire suffisamment de nourriture to meet just the needs of the agriculteur and his/her famille. Subsistence agriculture is a simple, often organic, système using saved semences native to the écorégion combined with rotation des cultures or other relatively simple techniques to maximize rendement. Historically most agriculteurs were engaged in subsistence agriculture and this is still the cas in many pays en voie de développement.","Perhaps the most common type de tourisme is what most gens associate with traveling: Tourisme récréatif. This is when gens go to a endroit that is very different from their regular jour-to-jour vie to relax and have plaisir. Plages, parcs à thème and terrains de camping are often the most common lieux frequented by recreational touristes. If the objectif of one's visite to a particular endroit is to get to know its histoire and culture then this type of tourisme is known as cultural tourisme. Touristes may visit different sites of a particular pays or they may simply opt to focus on just one région."
61,"Perhaps the most common type of tourisme is what most gens associate with traveling: Recreation tourisme. This is when gens go to a endroit that is very different from their regular day-to-day quotidien to relax and have du bon temps. Plages, parcs à thème and terrains de camping are often the most common lieux frequented by recreational touristes. If the objectif of one's visite to a particular lieu is to get to know its histoire and culture then this type of tourisme is known as cultural tourisme. Touristes may visit different sites of a particular pays or they may simply opt to focus on just one région.","Personnes who had been involved for several décennies helped us appreciate our forces and passions while candidly assessing difficultés and even échecs. While listening to individus share their individual, famille, and organizational histoires, we gained valuable aperçu into the passé and some of the personnalités who influenced for good or ill the culture of the organisation. While understanding one's histoire does not assume understanding of culture, it does at least help gens gain a sens of where they fall within the histoire of the organisation. While assessing the succès and becoming aware of échecs, individus and the whole of the participating personnes discover more deeply the valeurs, mission, and driving forces of the organisation. In this instance, recalling previous instances of entrepreneurial comportement and resulting succès helped people to be open to new changements and new direction for the local église. Such réussites lessened the peurs of changement, while creating positive inclinations toward changement in the avenir."
62,"The personnes impliquées who had been involved for several décennies helped us appreciate our forces et nos passions while candidly assessing difficultés and even échecs. While listening to individus share their individual, familiale, and organizational histoire, we gained valuable informations précieuses into the passé and some of the personnalités who influenced for positivement or négativement the culture of the organisation. While understanding one's histoire does not assume comprendre of culture, it does at least help gens gain a savoir of where they fall within the histoire of the organisation. While assessing the succès and becoming aware of échecs, individus and the ensemble of the participating personnes discover more deeply the valeurs, mission, and driving forces directrices of the organisation. In this l'occurrence, recalling previous exemples of entrepreneurial comportement and resulting succès helped gens to be open to new changements and new direction for the église locale. Such réussites lessened the craintes of changement, while creating positive tendances toward changement in the avenir.","The approche post-moderne to apprentissage offers the liberté from absolus. There is no une bonne façon to apprendre. En fait, there is not une bonne chose to apprendre. Apprentissage takes place in the expérience between the apprenant and the savoir presented. Our current expérience with all the do-it-yourself and information presenting, learning-based émissions télévisées illustrates this point. So many of us find ourselves watching an émission télévisée that informs us of a processus or expérience in which we will never participate or apply that connaissance. We will never overhaul a voiture, build a fontaine in our arrière-cour, travel to Pérou to examine ancient ruines, or remodel our voisin's maison."
63,"The post-moderne approach to learning offers the liberté absolue from absolutes. There is no one good façon d'apprendre. In fact, there is not one seule bonne chose to learn. L'apprentissage takes place in the expérience between the apprenant and the savoir presented. Our current expérience with all the do-it-yourself and émissions télévisées informatives, learning-based émissions shows illustrates this point. So many of us find ourselves watching a émission télévisée that informs us of a processus or expérience in which we will never participate or apply that connaissances. We will never overhaul a voiture, build a fontaine in our arrière-cour, travel to Pérou to examine ancient ruines, or remodel our neighbour's maison.","L'interruption is the processus of purposefully éveil during your période de sommeil and falling asleep a short temps later (10–60 minutes). This can be easily done by using a relatively quiet réveil to bring you to conscience without fully waking you. If you find yourself resetting the horloge in your sommeil, it can be placed on the other côté de la pièce, forcing you to get out of lit to turn it off. Other possibilités fondées sur le biorythme involve drinking beaucoup de liquides (particularly eau or thé, a known diurétique) prior to sommeil, forcing one to get up to urinate."
64,"Sleep interruption is the processus of purposefully awakening during your normal sleep période and falling asleep a short temps after (10–60 minutes). This can be easily done by using a relatively quiet réveil to bring you to conscience without fully waking you. If you find yourself resetting the horloge in your sommeil, it can be placed on the other côté of the pièce, forcing you to get out of lit to turn it off. Other biorhythm-based possibilités involve drinking lots of liquides (particularly eau or thé, a known diuretic) prior to s'endormir, forcing one to get up to urinate.","Some personnes believe that experiencing many artificially induced rêves lucides often enough can be very exhausting. The main raison for this phénomène is the résultat of the rêves lucides expanding the durée of temps between sommeil paradoxal états. With fewer sommeils paradoxaux per nuit, this état in which you experience actual sommeil and your corps recovers becomes infrequent enough to become a problème. This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch télévision. The effet is dependent on how often your cerveau attempts to lucidly dream per nuit."
65,"Some people believe that experiencing many artificially induced lucid rêves lucides often enough can be very exhausting. The main raison for this phénomène is the résultat of the lucid rêves expanding the durée between REM états de sommeil paradoxal. With fewer REMs per nuit, this état in which you experience actual sommeil réparateur and your cerveau recovers becomes infrequent enough to become a problématique. This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch télévision. The effet is dependent on how often your cerveau attempts to lucidly dream per nuit.","Virtual équipes are held to the same standards d'excellence as conventional équipes, but there are subtle différences. Virtual équipe membres often function as the point de contact for their immediate physical groupe. They often have more autonomie than conventional équipe membres as their équipes may meet according to varying fuseaux horaires which may not be understood by their local direction. The présence of a true ""équipe invisible"" (Larson et LaFasto, 1989, p109) is also a unique élément of a virtual équipe. The ""équipe invisible"" is the direction équipe to which each of the membres report. The équipe invisible sets the standards for each membre."
66,"Virtual équipes are held to the same standards of excellence as conventional équipes, but there are subtle differences. Virtual team membres often function as the point de contact of groupe for their immediate physical direction. They often have more autonomie than conventional team membres as their équipes may meet according to varying fuseaux horaires which may not be understood by their local direction. The présence of a true ""invisible équipe"" (Larson and LaFasto, 1989, p109) is also a unique élément of a virtual équipe. The ""invisible équipe"" is the équipe de direction to which each of the membres report. The invisible équipe sets the standards for each d'eux.",Théories du contenu are centered on finding what makes gens tick or appeals to them. These théories suggest that gens have certain besoins et/ou désirs which have been internalized as they mature to âge adulte. These théories look at what it is about certain gens that make them want the choses that they do and what choses in their environnement will make them do or not do certain choses. Two popular théories du contenu are Maslow's Hiérarchie des Besoins Théorie and Hertzberg's Deux Facteurs Théorie.
67,Content théories are centered on finding what makes les gens tick or appeals to them. These théories suggest that les gens have certain besoins et/ou désirs which have been internalized as they mature to adulthood. These théories look at what it is about certain personnes that make them want the choses that they do and what dans leur environnement will make them do or not do certain choses. Two popular content théories are Maslow's théorie de la hiérarchie des besoins and Hertzberg's Two facteurs théorie.,The much-abused and often-ridiculed règle des tiers is a simple directive creating dynamisme while keeping a mesure of ordre in an image. It states that the most effective endroit for the main sujet is at the intersection des lignes dividing the image into tiers vertically and horizontally (voir exemple).
68,The much-abused and often-ridiculed règle des tiers is a simple directive suscitant le dynamisme while keeping a protection à l'image. It states that the most effective endroit for the main sujet is at the intersection des lignes dividing the image into thirds vertically and horizontally (see exemple).,"For exemple, the most common still photographie format in the monde is 35 mm, which was the dominant pellicule size at the fin of the analog films ère. It is still produced aujourd'hui, but more importantly its rapport d'aspect has been inherited by digital caméras image capteur formats. The 35 mm format is actually, somewhat confusingly, 36 mm in largeur by 24 mm in hauteur. The rapport d'aspect of this format (dividing by douze to obtain the simplest whole-nombre ratio) is therefore said to be 3:2. Many common formats (famille APS de formats, for exemple) are equal to or closely approximate this rapport d'aspect."
69,"Par exemple, le format de photographie le plus courant au monde est le 35mm, which was the dominant format de pellicule at the fin de l'ère des films analogiques. It is still produced today, but more importantly its format d'image has been inherited by digital caméras numériques. The 35mm format is actually, somewhat confusingly, 36mm in largeur by 24mm in hauteur. The rapport d'aspect of this format (dividing by twelve to obtain the simplest whole-number rapport) is therefore said to be 3:2. Many common formats (famille de formats APS, par exemple) are equal to or closely approximate this rapport d'aspect.",The inconvénient of objectifs zoom is that the complexité focale and nombre of lentilles elements required to achieve a gamme of longueurs focales is much greater than for prime lenses. This is becoming less of a problématique as fabricants de lentilles achieve higher normes in production de lentilles. This has allowed objectifs zoom to produce images of a qualité comparable to that achieved by lenses with fixed longueur focale. Another inconvénient of objectifs zoom is that the maximum ouverture (the vitesse) of the lens is usually lower. This makes inexpensive objectifs zoom hard to use in low-light conditions without a flash.
70,The inconvénient of zoom lentilles is that the complexité focale and nombre of lens lentilles required to achieve a gamme of longueurs focales is much greater than for prime objectifs. This is becoming less of an problématique as lens fabricants achieve higher normes in lens production. This has allowed zoom objectifs to produce images d'une qualité comparable to that achieved by objectifs with fixed longueur focale. Another inconvénient of zoom objectifs is that the maximum ouverture (the vitesse) of the objectif is usually lower. This makes inexpensive zoom objectifs hard to use in low-light conditions without a flash.,"Le mysticisme is the recherche of communion, lien with, or conscience of an ultimate réalité, divinité, vérité spirituelle, or Dieu. The croyant seeks a direct expérience, intuition, or révélation into divine reality/the divinité or dieux. Les adeptes pursue certain modes of vie, or pratiques that are intended to nurture those expériences. Le mysticisme can be distinguished from other formes of religious croyance and culte by its accent on the direct personal expérience of a unique état of conscience, particularly those of a peaceful, insightful, blissful, or even ecstatic caractère."
71,"Le mysticisme is the pursuit of communion with, identity with, or conscious pleine conscience of an ultimate vérité spirituelle, divinité, spiritual dieu, or dieux. The croyant seeks a direct expérience, intuition, or révélation into divine reality/the divinité or dieux. Les adeptes pursue certain ways of living, or pratiques that are intended to nurture those expériences. Le mysticisme can be distinguished from other forms of religious culte and croyance by its accent on the direct personal expérience of a unique état de conscience, particularly those of a peaceful, insightful, blissful, or even extatique nature.","For a long temps during the XIXe and XXe siècles, it was believed the first habitants of Nouvelle-Zélande were the Maori peuple, who hunted giant oiseaux called moas. The théorie then established the idée that the Maori peuple migrated from Polynésie in a Grande Flotte and took Nouvelle-Zélande from the Moriori, establishing an agricultural société. However, new preuve suggests that the Moriori were a groupe of mainland Maori who migrated from Nouvelle-Zélande to the îles Chatham, developing their own distinctive, peaceful culture. There was also another tribu on the îles Chatham these were Maori who migrated away from Nouvelle-Zélande. They called themselves the Moriori there were a few accrochages and in the fin, the Moriori were wiped out"
72,"For a longtemps au cours des XIXe et XXe siècles, it was believed the first habitants of New Zealand were the Maori peuple, who hunted giant oiseaux called moas. La théorie then established l'idée that the Maori peuple migrated from Polynesia in a Grande Flotte and took New Zealand from the Moriori, establishing an agricultural société. However, new preuve suggests that the Moriori were a groupe of mainland Maori who migrated from New Zealand to the Chatham îles, developing their own distinctive, peaceful culture. There was also another tribu on the Chatham îles: these were Maori who migrated away from New Zealand. They called themselves the Moriori there were a few accrochages and in the end, the Moriori were wiped out.","Pureland origami is origami with the contrainte that only one pli may be done at a fois, more complex plis like reverse plis are not allowed, and all plis have straightforward emplacements. It was developed by John Smith dans les années 1970 to help inexperienced folders or those with limited capacités motrices."
73,"Pureland origami is origami with the restriction that only one pli may be done at a time, more complex plis like reverse plis are not allowed, and all plis have straightforward emplacements. It was developed by John Smith in the années 1970 to help inexperienced personnes or those with limited capacités motrices.","The civilisation de la vallée de l'Indus was a âge de bronze civilisation in the northwest sous-continent indien encompassing most of modern-day Pakistan and some régions in northwest Inde and nord-est Afghanistan. The civilisation flourished in the bassins of the fleuve Indus wherefore it derives its nom. Although some universitaires speculate that since the civilisation also existed in the bassins of the now dried up fleuve Sarasvati, it should be aptly called the Civilisation Indus-Sarasvati, while some call it the Civilisation Harappan after Harappa, the first of its sites to be excavated in the années 1920."
74,"The civilisation de la vallée de l'Indus was a civilisation de l'âge de bronze in the sous-continent indien du nord-ouest encompassing most of modern-day Pakistan and some régions in nord-ouest de l'Inde and nord-est de l'Afghanistan. The civilisation flourished in the bassins of the Indus, wherefore it derives its nom. Although some universitaires speculate that since the civilisation also existed in the bassins of the now dried up Sarasvati fleuve, it should be aptly called the civilisation de l'Indus-Sarasvati, while some call it the civilisation Harappan after Harappa, the first of its sites à avoir été mis au jour in the années 1920.","L'avidité and égoïsme will always be with us and it is the naturel of coopération that when the majorité benefit there will always be more to gain in the short terme by acting selfishly Hopefully, most gens will realise that their long term best option is to work together with ensemble."
75,"Greed and selfishness will always be with us and it is naturel dans un rapport de coopération that when la majorité est avantagée there will always be more to gain in the short terme by acting selfishly. Hopefully, most gens will realise that their long terme meilleure option is to work together with others.","The guerre dépenses of U.S. impérialisme in the conquête of the Philippines were paid for by the Filipino peuple themselves. They were compelled to pay impôts to the U.S. colonial régime to defray a major partie of the dépenses and the intérêts on obligations floated in the nom of the Philippine gouvernement through the Wall Street établissements bancaires. Of cours, the superprofits derived from the protracted exploitation of the Filipino peuple would constitute the basic gains of U.S. impérialisme."
76,"The dépenses de guerre expenditures of U.S. impérialisme américain in the conquête of the Philippines were paid for by the Filipino peuple philippin lui-même. They were compelled to pay impôts to the U.S. colonial régime to defray a major partie of the dépenses and the intérêts on obligations floated in the nom of the Philippine gouvernement through the Wall Street banking établissements. Of course, the superprofits derived from the protracted exploitation of the Filipino peuple philippin would constitute the basic avantages fondamentaux of U.S. impérialisme américain.","To understand les Templiers one must understand le contexte that prompted la création of l'ordre. L'âge where les événements took lieu is commonly referred as le Haut Moyen Âge - la période of European histoire in the 11th, 12th, and 13th siècles (1000–1300). Le Haut Moyen Âge were preceded by l'Early Moyen Âge and followed by le Late Moyen Âge, which by convention se termine around 1500."
77,"To understand the Templiers one must understand the contexte that prompted the création of the ordre. The période where the événements took place is commonly referred as the High Middle Ages the période of European histoire in the 11th, 12th, and 13th centuries (AD 1000–1300). The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by convention ends around 1500.","The militaristic nature de l'empire romain aided in the développement des progrès médicaux. Médecins began to be recruited by Empereur Auguste and even formed the first Roman Corps médical for use in the aftermath des batailles. Chirurgiens had connaissance of various sédatifs including morphine from extraits de graines de pavot and scopolamine from graines de jusquiame. They became proficient at amputation to save patients from gangrène as well as tourniquets and clamps artériels to stem flux sanguin. Over multiple siècles, l'empire romain led to great gains in the domaine de médecine and formed much of the connaissance we know aujourd'hui."
