,claude,gpt4o
27,"Typical for the 时期, 克尔比墨斯鲁（Muxloe）城堡 is more of a fortified 房屋 than a true 城堡. Its large glazed 玻璃窗 and thin 墙 would not have been able to resist a determined 攻击 for long. In the 15 世纪 80 年代, when its 建造 was begun by 黑斯廷斯勋爵（Lord Hastings）, the 国家 was relatively peaceful and 防御 was only required against small 群 of roving 抢掠者.","Typical for the 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的房屋。, Kirby Muxloe 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的房屋。 is more of a fortified 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的房屋。 than a true 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的房屋。. Its large glazed 它的大玻璃窗和薄墙不可能长时间抵抗得住一次坚决的攻击。 and thin 它的大玻璃窗和薄墙不可能长时间抵抗得住一次坚决的攻击。 would not have been able to resist a determined 它的大玻璃窗和薄墙不可能长时间抵抗得住一次坚决的攻击。 for long. In the 15 世纪 80 年代，在黑斯廷斯勋爵（Lord Hastings）开始建造这座城堡的时候，这个国家还相对和平，只需要防御一小群四处游荡的抢掠者。, when its 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的房屋。 was begun by Lord Hastings）开始建造这座城堡的时候，这个国家还相对和平，只需要防御一小群四处游荡的抢掠者。, the 这个国家还相对和平，只需要防御一小群四处游荡的抢掠者。 was relatively peaceful and 只需要防御一小群四处游荡的抢掠者。 was only required against small bands of roving 抢掠者。."
28,"Typical for the 时期, 克尔比墨斯鲁（Muxloe）城堡 is more of a fortified 房屋 than a true 城堡. Its large glazed 玻璃窗 and thin 墙 would not have been able to resist a determined 攻击 for long. In the 15 世纪 80 年代, when its 建造 was begun by 黑斯廷斯勋爵（Lord Hastings）, the 国家 was relatively peaceful and 防御 was only required against small 一小群 of roving 抢掠者.","Typical for the 作为那段时期的典型建筑，与其说克尔比墨斯鲁（Muxloe）城堡是一座真正的城堡，不如说它是一座加固的 房屋，克尔比墨斯鲁（Muxloe）城堡 is more of a fortified 房屋 than a true 城堡. Its large glazed 大玻璃窗 and 薄墙 would not have been able to resist a determined 攻击 for long. In the 15 世纪 80 年代, when its 建造 was begun by 黑斯廷斯勋爵（Lord Hastings）, the 国家 was relatively peaceful and 防御 was only required against small 群 of roving 抢掠者."
29,"With the 转变 from the 四分之一英里 to the 半英里 赛跑, 速度 becomes of much less 重要 and 耐力 becomes an absolute 必要. Of 当然 a first-class 半英里跑步选手, a 选手 who can beat two 分钟, must be possessed of a fair 足够 of 速度, but 耐力 must be cultivated at all 代价. Some 越野跑 运动 during the 冬季, combined with 健身锻炼 for the upper part of the 身体, is the best 准备 for the 跑步 季.",With the 从四分之一英里转变为半英里的赛跑，速度变得不那么重要了，耐力成为绝对重要的因素。 当然，要成为一流的 半英里跑步选手（在两分钟内跑完），就必须要有足够快的 速度，并且要不惜一切代价地培养 耐力。 在 冬季练练 越野跑，加上对上半身的 健身锻炼，能为 跑步季做好充分 准备。
30,"With the 转变 from the 四分之一英里 to the 半英里 赛跑, 速度 becomes of much less 重要 and 耐力 becomes an absolute 必要. Of 当然 a first-class 半英里跑步选手, a 选手 who can beat two 分钟, must be possessed of a fair 足够 of 速度, but 耐力 must be cultivated at all 代价. Some 越野跑 during the 冬季, combined with 健身锻炼 for the upper part of the 身体, is the best 准备 for the 跑步 季.","With the 从四分之一英里转变为半英里的赛跑，速度变得不那么重要了，耐力成为绝对重要的因素。 当然 a first-class 半英里跑步选手, a 人 who can beat two 分钟, must be possessed of a fair 速度, but 耐力 must be cultivated at all 不惜一切代价. Some 越野跑 during the 冬季, combined with 健身锻炼 for the upper 上半身, is the best 准备 for the 跑步 季."
31,"Proper nutritional 实践 alone cannot generate elite 表现, but they can significantly affect young 运动员' overall 健康状况. Maintaining a healthy 能量 平衡, practicing effective 补充水分 习惯, and understanding the various 方面 of 营养补品 实践 can help 运动员 improve their 表现 and increase their 运动乐趣 of the 运动.","Proper nutritional 实践 alone cannot generate elite 表现, but they can significantly affect young 运动员's overall 健康状况. Maintaining a healthy 能量 平衡, practicing effective 补充水分的 习惯, and understanding the various 方面 of 营养补品 实践 can help 运动员们 improve their 表现 and increase their 乐趣 of the 运动."
32,"Proper nutritional 实践 alone cannot generate elite 表现, but they can significantly affect young 运动员' overall 健康状况. Maintaining a healthy 能量 平衡, practicing effective 补充水分 习惯, and understanding the various 方面 of 营养补品 实践 can help 运动员 improve their 表现 and increase their 运动乐趣 of the 运动.","Proper nutritional 实践 alone cannot generate elite 表现, but they can significantly affect young 运动员's overall 健康状况. Maintaining a healthy 能量 平衡, practicing effective 补充水分的 习惯, and understanding the various 方面 of 营养补品 实践 can help 运动员们 improve their 表现 and increase their 乐趣 of the 运动."
33,"Middle 中长跑 is a relatively inexpensive 运动; however, there are many 误解 regarding the few 装备 required to participate. 产品 can be purchased as needed, but most will have little or no real 影响 on 成绩. 运动员 may feel that they prefer a 产品 even when it provides no real 益处.",Middle 中长跑是一项花费相对低廉的 运动；然而参与者对所需的几件 装备却有很多 误解。 可以根据需要购买 产品，但大多数 产品对成绩几乎没有实际 影响。 运动员可能会认为他们倾向于一个 产品，尽管这个 产品毫无益处。
34,"Middle 中长跑 is a relatively inexpensive 运动; however, there are many 误解 regarding the few 装备 required to participate. 产品 can be purchased as needed, but most will have little or no real 影响 on 成绩. 运动员 may feel that they prefer a 产品 even when it provides no real 益处.","Middle 中长跑是一项花费相对低廉的运动；然而参与者对所需的几件装备却有很多误解。 is a relatively inexpensive 中长跑是一项花费相对低廉的运动；然而参与者对所需的几件装备却有很多误解。; however, there are many 中长跑是一项花费相对低廉的运动；然而参与者对所需的几件装备却有很多误解。 regarding the few 中长跑是一项花费相对低廉的运动；然而参与者对所需的几件装备却有很多误解。 of 中长跑是一项花费相对低廉的运动；然而参与者对所需的几件装备却有很多误解。 required to participate. 可以根据需要购买产品，但大多数产品对成绩几乎没有实际影响。 can be purchased as needed, but most will have little or no real 可以根据需要购买产品，但大多数产品对成绩几乎没有实际影响。 on 可以根据需要购买产品，但大多数产品对成绩几乎没有实际影响。. 运动员可能会认为他们倾向于一个产品，尽管这个产品毫无益处。 may feel that they prefer a 运动员可能会认为他们倾向于一个产品，尽管这个产品毫无益处。 even when it provides no real 运动员可能会认为他们倾向于一个产品，尽管这个产品毫无益处。."
35,"磁共振成像 is based on a 物理现象 called nuclear magnetic 共振 (NMR), which was discovered in the 20世纪30年代 by 费利克斯·布洛赫 (working at 斯坦福大学) and 爱德华·珀塞耳 (from 哈佛大学). In this 共振, magnetic 场 and 无线电波 cause 原子 to give off tiny radio 信号. In the 年 1970, 雷蒙德·达马迪安, a medical 博士 and 研究 科学家, discovered the 基础 for using magnetic resonance 成像 as a 工具 for medical 诊断. Four 年 later a 专利 was granted, which was the 世界's first patent issued in the field of 核磁共振. In 1977, 达马迪安 博士 completed the 制造 of the first ""全身"" MRI 扫描仪, which he called the ""不屈号"".","磁共振成像 is based on a 的物理现象，它是 叫 核磁共振 (NMR), which was 年代发现的。 30 by 费利克斯·布洛赫（在 斯坦福大学 工作） and 爱德华·珀塞耳（来自 哈佛大学）. In this 共振, 磁场 and 无线电波 cause 原子 to give off tiny 无线电信号. In the 年 1970, (Raymond Damadian), a 医学 博士 兼 研究 科学家, 发现了 使用 磁共振成像 作为 医学 诊断 工具 的 基础 原理. 四年后 a 专利 was granted, which was the 世界上 首个 颁发 的 核磁共振 领域 专利. In 1977, 达马迪安（Damadian） 博士 完成了 第一台 “全身” 核磁共振 扫描仪 的 制造, 他 称之为 “不屈号”."
36,"磁共振成像 is based on a 物理现象 called nuclear magnetic 共振 (NMR), which was discovered in the 30 年代 by 费利克斯·布洛赫 (working at 斯坦福大学) and 爱德华·珀塞耳 (from 哈佛大学). In this 共振, magnetic 场 and 无线电波 cause 原子 to give off tiny radio 信号. In the 年 1970, 雷蒙德·达马迪安, a medical 博士 and 研究 科学家, discovered the 基础 for using magnetic resonance 成像 as a 工具 for medical 诊断. Four 年 later a 专利 was granted, which was the 世界's first 专利 issued in the field of 核磁共振. In 1977, 达马迪安 博士 completed the 制造 of the first ""全身"" MRI 扫描仪, which he called the ""不屈号"".","磁共振成像 is based on a 的物理现象，它是 叫 核磁共振 (NMR), which was discovered in the 30 年代 by 费利克斯·布洛赫 (working at 斯坦福大学) and 爱德华·珀塞耳 (from 哈佛大学). In this 共振, 磁场 and 无线电波 cause 原子 to give off tiny 无线电 信号. In the 年 1970, (Raymond Damadian), a 医学 博士 兼 研究 科学家, discovered the 基础 for using 磁共振成像 as a 工具 for 医学 诊断. 四 年 later a 专利 was granted, which was the 世界's first 专利 issued in the 核磁共振 领域. In 1977, 达马迪安（Damadian） 博士 completed the 核磁共振 扫描仪的 制造, which he 称之为 “不屈号”."
37,"人类 are by far the most talented 物种 in reading the 心思 of 他人. That means we are able to successfully predict what other 人类 perceive, intend, believe, know or desire. Among these 能力, understanding the 意图 of 他人 is crucial. It allows us to resolve possible 模棱两可的问题 of physical 行为. For 例如, if you were to see 有人 breaking a 汽车 窗, you would probably assume he was trying to steal a 陌生人's 汽车. He would need to be judged differently if he had lost his 车钥匙 and it was his own 汽车 that he was trying to break into.","到目前为止，人类是最善于读懂他人心思的物种。 That means we are able to successfully predict what other 人类 perceive, intend, believe, know or desire. Among these 在这些能力中, understanding the 意图 of 他人 is crucial. It allows us to resolve possible 模棱两可 of physical 行为. 例如, if you were to see 有人 breaking a 汽车 窗口, you would probably assume he was trying to steal a 陌生人’s 汽车. He would need to be judged differently if he had lost his 汽车 钥匙 and it was his own 汽车 that he was trying to break into."
38,"人类 are by far the most talented 物种 in reading the 心思 of 他人. That means we are able to successfully predict what other 人类 perceive, intend, believe, know or desire. Among these 能力, understanding the 意图 of others is crucial. It allows us to resolve possible 模棱两可的问题 of physical 行为. For 例如, if you were to see 有人 breaking a 汽车 窗, you would probably assume he was trying to steal a 陌生人's 汽车. He would need to be judged differently if he had lost his car 钥匙 and it was his own car that he was trying to break into.","到目前为止，人类是最善于读懂他人心思的物种。 That means we are able to successfully predict what other 人类 perceive, intend, believe, know or desire. Among these 在这些能力中，理解他人意图至关重要。 It allows us to resolve possible 模棱两可 of physical 行为. 例如, if you were to see 有人 breaking a 汽车 窗口, you would probably assume he was trying to steal a 陌生人的 汽车. He would need to be judged differently if he had lost his 汽车 钥匙 and it was his own 汽车 that he was trying to break into."
39,"Although 人工智能 has a strong 科幻色彩 of 科学 小说, 人工智能 forms a very important 分支 of 计算机 科学, dealing with 行为, 学习 and intelligent 适应 in a 机器. 研究 in 人工智能 involves making 机器 to automate 任务 that require intelligent 行为. 例子 include 控制, 规划 and 调度, the 能力 to answer 客户 诊断 and 问题, as well as 手写识别, 声音 and 脸部. Such 事情 have become separate 学科, which focus on providing 解决方案 to real 生活 问题. The 人工智能系统 is now often used in the 领域 of 经济, 医学, 工程学 and 军事, as has been built in several 家用 计算机 and 电子游戏 软件 应用程序.","Although AI 有很强的 科幻 色彩, AI 是 计算机 科学 非常 重要 的 一个 分支, dealing with 行为, 学习 和 智能 适应 in a 机器. 的研究 涉及 制造 机器 让 需要 智能 行为 的 任务 自动化. 例子 包括 控制, 规划 和 调度, the 能力 to answer 客户 诊断 及 客户 问题, as well as 手写 识别, 声音 和 脸部. 所有 的 这些 都 成为了 独立 的 学科, 着重 为 现实 生活 中 的 问题 提供 解决方案. The AI 系统 现在 经常 用于 经济, 医学, 工程学 和 军事 领域, 有些 家用 计算机 和 电子游戏 软件 应用程序 已经 有 内置 的 AI 系统."
40,"Although 人工智能 has a strong 科幻色彩 of 科学 小说, 人工智能 forms a very important 分支 of 计算机 科学, dealing with 行为, 学习 and intelligent 适应 in a 机器. 研究 in 人工智能 involves making 机器 to automate 任务 that require intelligent 行为. 例子 include 控制, 规划 and 调度, the 能力 to answer 客户 诊断 and 问题, as well as 手写识别, 声音 and 脸部. Such 事情 have become separate 学科, which focus on providing 解决方案 to real 生活 问题. The 人工智能系统 is now often used in the 领域 of 经济, 医学, 工程学 and the 军事, as has been built in several 家用 计算机 and 电子游戏 软件 应用程序.","Although 人工智能有很强的科幻色彩, 人工智能有很强的科幻色彩, 但它其实是计算机科学非常重要的一个分支, dealing with 机器的行为, 学习和智能适应. 的研究涉及制造机器让需要智能行为的任务自动化. 例子包括 控制, 规划和调度, the 能力 to answer 客户 诊断及客户问题, as well as 手写 识别, 声音 and 脸部. Such 所有的这些都成为了独立的学科, which focus on providing 解决方案 to 现实 生活中的 问题. The 人工智能 系统 is now often used in the 领域 of 经济, 医学, 工程学 and 军事, as has been built in several 家用 计算机 and 电子游戏 软件 应用程序."
41,"Convergent 思维模式 are 问题解决技巧 that unite different 想法 or 领域 to find a 解决方案. The 看重 of this 思维模式 is 速度, 逻辑 and 准确性, also 甄别 事实, reapplying existing 技巧, gathering 信息. The most important 因素 of this 思维模式 is: there is only one correct 答案. You only think of two 答案, namely right or wrong. This 类型 of 思维 is associated with certain 科学 or standard 程序. 人 with this 类型 of 思维 have logical 思维, are able to memorize 模式, solve 问题 and work on scientific 测试.","收敛思维模式是通过结合不同的想法或领域来寻找解决方案的问题解决技巧。 The 收敛思维模式看重的是 速度、逻辑 and 准确性, also 甄别 事实, 对现有技术的重新应用, gathering 信息. The most important 因素 of this 收敛思维模式 is: there is only one correct 答案. You only think of two 答案, namely right or wrong. This 类型 of 收敛思维模式 is associated with certain 科学 or standard 程序. 这种思维类型的人具有 逻辑 收敛思维模式, are able to memorize 收敛思维模式, 解决 问题 and work on 科学 测试."
42,"Convergent 思维模式 are 问题解决技巧 that unite different 想法 or 领域 to find a 解决方案. The 焦点 of this 思维模式 is 速度, 逻辑 and 准确性, also 甄别 事实, reapplying existing 技巧, gathering 信息. The most important 因素 of this 思维模式 is: there is only one correct 答案. You only think of two 答案, namely right or wrong. This 类型 of 思维 is associated with certain 科学 or standard 程序. 人 with this 类型 of 思维 have logical 思维, are able to memorize 模式, solve 问题 and work on scientific 测试.",收敛思维模式是通过结合不同的想法或领域来寻找解决方案的问题解决技巧。 这种思维模式看重的是速度、逻辑和准确性，还有甄别事实、对现有技术的重新应用和信息收集。 这种思维模式最重要的因素是：正确答案只有一个。你只需考虑两个答案，即对的或者是错的。 这种思维模式与某些科学或标准程序不无关联。 这种思维类型的人具有逻辑思维，能够记得住模式、解决问题，还能进行科学测试。
43,"The 使用 of 录像 录像 has led to important 发现 in the 阐释 of 微表情, facial 运动 which last a few 毫秒. In particular, it is claimed that one can detect whether a 人 is lying by interpreting 微表情 correctly. 奥利弗·萨克斯 (Oliver Sacks), in his 论文 The 总统's 演讲, indicated how 人 who are unable to understand 语言 because of 脑损伤 are nevertheless able to assess 诚意 accurately. He even suggests that such 能力 in interpreting human 行为 may be shared by 动物 such as domestic 家犬.","录像的使用为阐释微表情（持续几毫秒的面部运动）带来了重大发现。 In particular, it is claimed that one can detect whether a 人 is lying by interpreting 微表情 correctly. 奥利弗·萨克斯, in his 论文 The 总统's 演讲, indicated how 人 who are unable to understand 语言 because of 脑 损伤 are nevertheless able to assess 诚意 accurately. He even suggests that such 能力 in interpreting human 行为 may be shared by 动物 such as domestic 狗."
44,"The 使用 of 录像 录像 has led to important 发现 in the 阐释 of 微表情, facial 运动 which last a few 毫秒. In particular, it is claimed that one can detect whether a 人 is lying by interpreting 微表情 correctly. 奥利弗·萨克斯 (Oliver Sacks), in his 论文 The 总统's 演讲, indicated how 人 who are unable to understand 语言 because of 脑损伤 are nevertheless able to assess 诚意 accurately. He even suggests that such 能力 in interpreting human 行为 may be shared by 动物 such as domestic 家犬.","录像的使用为阐释微表情（持续几毫秒的面部运动）带来了重大发现。 In particular, it is claimed that one can detect whether a 人 is lying by interpreting 微表情 correctly. 奥利弗·萨克斯, in his 论文 The 总统's 演讲, indicated how 人 who are unable to understand 语言 because of 脑 损伤 are nevertheless able to assess 诚意 accurately. He even suggests that such 能力 in interpreting human 行为 may be shared by 动物 such as domestic 狗."
45,"As the 能力 to obtain 知识 and to learn changed in such a 方式 as mentioned above the 基本 速率 at which 知识 was obtained changed. The 方法 to obtaining 信息 was different. No longer did 压力 reside within individual 回忆, but the ability to 回忆 文本 became more of a 重要. In 根本, the 文艺复兴 made a significant 变化 in the 方式 to 学习 and the 传播 of 知识.","As the 当获取知识和进行学习的能力发生如上所述的变化时，获取知识的基本速率也相应地产生变化。 to obtain 知识 and to learn changed in such a 方式 as mentioned above the 基本 速率 at which 知识 was obtained changed. The 方法 to obtaining 信息 was different. No longer did 压力 reside within individual 回忆, but the 当获取知识和进行学习的能力发生如上所述的变化时，获取知识的基本速率也相应地产生变化。 to 回忆 文本 became more of a 重点. In 本质, the 文艺复兴 made a significant 变化 in the 方法 to 学习 and the 传播 of 知识."
46,"As the 能力 to obtain 知识 and to learn changed in such a 方式 as mentioned above the 基本 速率 at which 知识 was obtained changed. The 方法 to obtaining 信息 was different. No longer did 压力 reside within individual 回忆, but the ability to 回忆 文本 became more of a 重要. In 根本上, the 文艺复兴 made a significant 变化 in the 方式 to 学习 and the 传播 of 知识.","As the 当获取知识和进行学习的能力发生如上所述的变化时，获取知识的基本速率也相应地产生变化。 to obtain 知识 and to learn changed in such a 方式 as mentioned above the 基本 速率 at which 知识 was obtained changed. The 方法 to obtaining 信息 was different. No longer did 压力 reside within individual 回忆, but the 当获取知识和进行学习的能力发生如上所述的变化时，获取知识的基本速率也相应地产生变化。 to 回忆 文本 became more of a 重点. In 文艺复兴, the 文艺复兴 made a significant 变化 in the 方法 to 学习 and the 传播 of 知识."
47,"The 互联网 combines 要素 of both mass and interpersonal 传播. The distinct 特点 of the 互联网 lead to additional 维度 in 方面 of the 用途 and 满足方式 方面. For 例如, ""学习"" and ""交际"" are suggested as important 动机 for 互联网 使用 (詹姆斯 et al., 1995). ""个人参与"" and ""持续的关系"" were also identified as new 动机 因素 by 艾麦 and 麦克德 (1998) when they investigated 受众 反应 to 网站.","The 互联网 combines 结合了 of both mass and interpersonal 传播. The distinct 特点 of the 互联网 lead to additional 维度 in 用途 of the 用途 and 满足方式 approach. For 例如, “学习” and “交际” are suggested as important 动机 for 互联网 使用 (詹姆斯 et al., 1995). “个人 参与” and “持续的 关系” were also identified as new 动机 因素 by 艾麦 and 麦克德 (1998) when they investigated 受众 反应 to 网站."
48,"The 互联网 combines 要素 of both mass and interpersonal 传播. The distinct 特点 of the 互联网 lead to additional 维度 in 方面 of the 用途 and 满足方式 方面. For 例如, ""学习"" and ""交际"" are suggested as important 动机 for 互联网 使用 (詹姆斯 et al., 1995). ""个人参与"" and ""持续的关系"" were also identified as new 动机 因素 by 艾麦 and 麦克德 (1998) when they investigated 受众 反应 to 网站.","The 互联网 combines 结合了 of both mass and interpersonal 传播. The distinct 特点 of the 互联网 lead to additional 维度 in 用途 of the 用途 and 满足方式 approach. For 例如, “学习” and “交际” are suggested as important 动机 for 互联网 使用 (詹姆斯 et al., 1995). “Personal 参与” and “持续的 关系” were also identified as new 动机 因素 by 艾麦 and 麦克德 (1998) when they investigated 受众 对 网站的 反应."
49,"Gothic 风格 peaked in the 期 between the 10th - 11th 世纪 and the 14th 世纪. At the 起初, 裙装 was heavily influenced by the Byzantine 文化 in the 东方. However, due to the slow 文化交流 迟缓, 时尚 in the 西方 could lag behind by 25 到 30 年. towards the 末期 of the 中世纪 western 欧洲 began to develop their own 风格. one of the biggest 进步 of the 时 as a 结果 of the 十字军东征 人们 began to use 纽扣 to fasten 衣服.","Gothic 哥特式风格在 peaked in the 世纪到 10 - 11 世纪到 14 世纪达到顶峰。 At the 起初，裙装深受东方拜占庭 文化的影响。 However, due to the slow 文化交流迟缓，西方的 时尚可能落后 25 到 30 年。 towards the 随着中世纪走向末期，西欧 人民逐渐发展出自己的风格。当时最大的 进步之一就是十字军东征后， 人们开始用 纽扣来系 衣服。"
50,"Gothic 风格 peaked in the 期 between the 10th - 11th 世纪 and the 14th 世纪. At the 起初, 裙装 was heavily influenced by the Byzantine 文化 in the 东方. However, due to the slow 文化交流 迟缓, 时尚 in the 西方 could lag behind by 25 到 30 年. towards the 末期 of the 中世纪 western 欧洲 began to develop their own 风格. one of the biggest 进步 of the 时 as a 结果 of the 十字军东征 人们 began to use 纽扣 to fasten 衣服.","Gothic 哥特式风格在 peaked in the 世纪到 10 - 11 世纪到 14 世纪达到顶峰。 At the 起初，裙装深受东方拜占庭 文化的影响。 However, due to the slow 然而，由于文化交流迟缓，西方的 时尚可能落后 25 到 30 年。 towards the 随着中世纪走向末期，西欧人民逐渐发展出自己的 风格。当时最大的 进步之一就是十字军东征后， 人们开始用 纽扣来系 衣服。"
51,"We can start living more friendly to the 环境, we can join to the 环保运动, and we can even be 环保积极分子 in 订单 to reduce the future 灾难 in some 程度. This is just like symptomatic 症状疗法 in many 情况. However, if we do not only want a temporary 解决方案, then we should find the 根源 of the 问题, and we should deactivate them. It is obvious enough that the 世界 has changed much because of 人类's scientific and technological 进步, and 问题 have become greater because of 人口过剩 and 人类's extravagant 生活方式.","We can start living more friendly to the 环境, we can join to the 环保运动, and we can even be 环保积极分子 in order to reduce the future 灾难 in some 程度. This is just like symptomatic 症状疗法 in many 情况下. However, if we do not only want a temporary 解决方案, then we should find the 根源 of the 问题, and we should deactivate them. It is obvious enough that the 世界 has changed much because of 人类's scientific and technological 进步, and 问题 have become greater because of 人口过剩 and 人类's extravagant 生活方式."
52,"We can start living more friendly to the 环境, we can join to the 环保运动, and we can even be 环保积极分子 in 一定程度 to reduce the future 灾难 in some 程度. This is just like symptomatic 症状疗法 in many 情况. However, if we do not only want a temporary 解决方案, then we should find the 根源 of the 问题, and we should deactivate them. It is obvious enough that the 世界 has changed much because of 人类's scientific and technological 进步, and 问题 have become greater because of 人口过剩 and 人类's extravagant 生活方式.","We can start living more friendly to the 环境, we can join to the 环保运动, and we can even be 环保积极分子 in 一定程度上 to reduce the future 灾难. This is just like 症状疗法 in many 情况下. However, if we do not only want a temporary 解决方案, then we should find the 根源 of the 问题, and we should deactivate them. It is obvious enough that the 世界 has changed much because of 人类's scientific and technological 进步, and 问题 have become greater because of 人口过剩 and 人类's extravagant 生活方式."
53,"The 权力的平衡 was a 制度 in which European 国家 sought to maintain the national 主权 of all European 国家. The 理念 was that all European 国家 had to seek to prevent one 国家/地区 from becoming powerful, and thus national 政府 often changed their 盟友 in 为了 to maintain the 平衡. The 战 of Spanish 继承权 marked the first 战 whose central 问题 was the 权力平衡. This marked an important 变化, as European 大国 would no longer have the 借口 of being religious 战争. Thus, the Thirty 年战争 would be the last 战 to be labeled a religious 战争.","The 权力的平衡 of 权力 was a 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 in which European 国家 sought to maintain the national 主权 of all European 国家. The 理念 was that all European 国家 had to seek to prevent one 国家 from becoming powerful, and thus national 政府 often changed their 盟友 in 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 to maintain the 权力的平衡. The 西班牙继承权之战 marked the first 战争 whose central 问题 was the 权力的平衡 of 权力. This marked an important 变化, as European 大国 would no longer have the 借口 of being 宗教 战争. Thus, the 三十年 战争 would be the last 战争 to be labeled a 宗教 战争."
54,"The 权力的平衡 was a 制度 in which European 国家 sought to maintain the national 主权 of all European 国家. The 理念 was that all European 国家 had to seek to prevent one 国家 from becoming powerful, and thus national 政府 often changed their 盟友 in 为了 to maintain the 平衡. The 战 of Spanish 继承权 marked the first 战 whose central 问题 was the 权力的平衡. This marked an important 变化, as European 大国 would no longer have the 借口 of being religious 战争. Thus, the Thirty 年 战争 would be the last 战 to be labeled a religious 战争.","The 权力的平衡 was a 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 in which European 国家 sought to maintain the national 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 of all European 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 The 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。 was that all European 国家 had to seek to prevent one 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。 from becoming powerful, and thus national 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。 often changed their 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。 in 这种理念是，所有欧洲国家必须设法阻止某个国家/地区独自变得强大，因此，各国政府为了保持平衡经常更换盟友。 to maintain the 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 The 西班牙继承权之战标志着第一场以权力平衡为核心问题的战争。 marked the first 西班牙继承权之战标志着第一场以权力平衡为核心问题的战争。 whose central 西班牙继承权之战标志着第一场以权力平衡为核心问题的战争。 was the 权力的平衡是欧洲国家寻求维护全体欧洲国家国家主权的制度。 This marked an important 这标志着一个重要的变化，因为欧洲大国将无法再以宗教战争为借口。因此，三十年战争将是最后一场被贴上宗教战争标签的战争。, as European 大国将无法再以宗教战争为借口。因此，三十年战争将是最后一场被贴上宗教战争标签的战争。 would no longer have the 这标志着一个重要的变化，因为欧洲大国将无法再以宗教战争为借口。因此，三十年战争将是最后一场被贴上宗教战争标签的战争。 of being 宗教战争为借口。因此，三十年战争将是最后一场被贴上宗教战争标签的战争。 Thus, the 三十年战争将是最后一场被贴上宗教战争标签的战争。 would be the last 西班牙继承权之战标志着第一场以权力平衡为核心问题的战争。 to be labeled a 宗教战争为借口。因此，三十年战争将是最后一场被贴上宗教战争标签的战争。"
55,"During this 时期 of European 历史, the 天主教会, which had become rich and powerful, came under 监督. For over a thousand 年 the Christian 宗教 had bound European 国家 together despite 差异 in 语言 and 习俗. Its all-pervading 力量 affected 每一个人 from 国王 to 平民. One of the main Christian 信条 is that 财富 should be used to alleviate 痛苦 and 贫困 and that the monetary 基金 of the 教会 are there specifically for that 原因. The central 权力 of the 教会 had been in 罗马 for over a thousand 年 and this 集中 of 权力 and 金钱 led many to question whether this 信条 was being met.",During this 在欧洲历史上的这段时期，已然富有而强大起来的天主教会受到了密切监督。 For over a thousand 尽管欧洲各国语言和习俗各不相同，但一千多年来，基督教把它们联系在了一起。 Its all-pervading 从国王到平民，它遍布十方的力量影响着每一个人。 One of the main 基督教的主要信条之一是财富应该用来减轻痛苦和贫困，而教会的货币基金就是专门为此而设立的。 The central 教会中央集权制在罗马存在了一千多年，这种权力和金钱的集中让许多人开始质疑，他们是否遵守了这一信条。
