,claude,gpt4o
29,"With التغيير from السباق ربع to نصف ميل السباق, السرعة becomes of أقل أهمية and التحمل becomes an absolute ضرورة. Of بالطبع a first-عداء النصف ميل, رجل who can beat two دقيقتين, must be possessed of a fair بقدر of السرعة, but التحمل must be cultivated at all الأحوال. Some يعبر البلد جرياً during فصل الشتاء, combined with التمارين الرياضية for the upper للجزء of الجسم, is the best إعداد for the الجري season.",مع التغيير في مسافة السباق من ربع ميل إلى نصف ميل تُصبح السرعة أقل أهمية بكثير وتصبح التحمل ضرورة مطلقة. بالطبع عداء سباقات النصف ميل من الدرجة الأولى، رجل يمكنه فعل ذلك في أقل من دقيقتين، يجب أن يتمتع بقدر معقول من السرعة، ولكن يجب صقل التحمل في جميع الأحوال. يعبر البعض البلد جرياً خلال فصل الشتاء، جنباً إلى جنب مع التمارين الرياضية للجزء العلوي من الجسم، هو أفضل إعداد لموسم الجري.
30,"With التغيير from السباق ربع to نصف ميل السباق, السرعة becomes of أقل أهمية and التحمل becomes an ضرورة مطلقة. Of بالطبع a first-class نصف ميل عداء, a رجل who can beat two دقيقتين, must be possessed of a معقول بقدر of السرعة, but التحمل must be cultivated at all الأحوال. Some يعبر البلد جرياً during فصل الشتاء, combined with التمارين الرياضية for the العلوي للجزء of الجسم, is the best إعداد for the الجري موسم.",مع التغيير في مسافة السباق من ربع ميل إلى نصف ميل تُصبح السرعة أقل أهمية بكثير وتصبح التحمل ضرورة مطلقة. بالطبع عداء سباقات النصف ميل من الدرجة الأولى، رجل يمكنه فعل ذلك في أقل من دقيقتين، يجب أن يتمتع بقدر معقول من السرعة، ولكن يجب صقل التحمل في جميع الأحوال. يعبر البعض البلد جرياً خلال فصل الشتاء، جنباً إلى جنب مع التمارين الرياضية للجزء العلوي من الجسم، هو أفضل إعداد لموسم الجري.
31,"Proper nutritional الممارسات alone cannot generate elite أداء, but they can significantly affect young الرياضيين' overall صحة. Maintaining a healthy التوازن للطاقة, practicing effective عادات الترطيب, and understanding the various الجوانب of المكملّات الغذائية practices can help الرياضيين improve their أدائهم and increase their تمتعهم بالرياضة.",Proper الممارسات الغذائية السليمة وحدها لا تؤدي إلى أداء ممتاز، ولكنها قد تؤثر بشكل كبير على صحة الرياضيين الشباب بوجه عام. إن الحفاظ على التوازن الصحي للطاقة، وممارسة عادات الترطيب الفعّالة، وفهم الجوانب المختلفة لممارسات المكملّات الغذائية من شأنه أن يساعد الرياضيين في تحسين أدائهم وزيادة مستوى تمتعهم بالرياضة.
32,"Proper nutritional الممارسات alone cannot generate elite أداء, but they can significantly affect young الرياضيين' overall صحة. Maintaining a healthy التوازن للطاقة, practicing effective عادات الترطيب, and understanding the various الجوانب of المكملّات الغذائية practices can help الرياضيين improve their أدائهم and increase their تمتعهم بالرياضة.",Proper الممارسات الغذائية السليمة وحدها لا تؤدي إلى أداء ممتاز، ولكنها قد تؤثر بشكل كبير على صحة الرياضيين الشباب بوجه عام. إن الحفاظ على التوازن الصحي للطاقة، وممارسة عادات الترطيب الفعّالة، وفهم الجوانب المختلفة لممارسات المكملّات الغذائية من شأنه أن يساعد الرياضيين في تحسين أدائهم وزيادة مستوى تمتعهم بالرياضة.
33,"Middle المسافات جري is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few المعدات required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتجاً even when it provides no real منافع.","Middle المسافات جري is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few قطع of المعدات required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتجاً even when it provides no real منافع."
34,"Middle المسافات جري is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few المعدات required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتجاً even when it provides no real منافع.","Middle المسافات جري is a relatively inexpensive رياضة; however, there are many المفاهيم الخاطئة regarding the few قطع of المعدات required to participate. المنتجات can be purchased as needed, but most will have little or no real تأثير on الأداء. الرياضيون may feel that they prefer a منتجاً even when it provides no real منافع."
35,"التصوير بالرنين المغناطيسي is based على ظاهرة فيزيائية called الرنين المغناطيسي النووي (NMR)، which اكتشفت في ثلاثينيات القرن الماضي by فيليكس بلوخ (من جامعة ستانفورد) وإدوارد بورسيل (من جامعة هارفارد). In هذا الرنين، المجالات المغناطيسيّة والموجات الراديويّة cause الذرّات to give off إشارات راديو دقيقة. In عام 1970، رايموند داماديان، a طبيب وعالم أبحاث، discovered الأساس for using التصوير بالرنين المغناطيسي as أداة للتشخيص الطبّي. Four سنوات later براءة اختراع was منح، which كانت أول براءة اختراع في العالم issued في مجال التصوير بالرنين المغناطيسي. In 1977 الدكتور داماديان completed إنشاء the first ماسح ضوئي للتصوير بالرنين المغناطيسي ""لكامل الجسم""، which he يسمى the ""الذي لا يقهر"".","""يعتمد التصوير بالرنين المغناطيسي على ظاهرة فيزيائية تسمى الرنين المغناطيسي النووي (NMR)، والتي اكتشفت في ثلاثينيات القرن الماضي عن طريق فيليكس بلوخ (من جامعة ستانفورد) وإدوارد بورسيل (من جامعة هارفارد). في هذا الرنين، تجعل المجالات المغناطيسيّة والموجات الراديويّة الذرّات تبعث إشارات راديو دقيقة. في عام 1970، اكتشف رايموند داماديان، وهو طبيب وعالم أبحاث، الأساس الذي بُني عليه استخدام التصوير بالرنين المغناطيسي كأداة للتشخيص الطبّي. بعد أريع سنوات، تم منح براءة اختراع، والتي كانت أول براءة اختراع في العالم يتم منحها في مجال التصوير بالرنين المغناطيسي. في عام 1977 استكمل الدكتور داماديان إنشاء أول ماسح ضوئي للتصوير بالرنين المغناطيسي """"لكامل الجسم""""، والذي يسمى اليوم ب""""الذي لا يقهر""""."
36,"التصوير بالرنين المغناطيسي is based على ظاهرة فيزيائية called الرنين المغناطيسي النووي (NMR)، which اكتشفت في ثلاثينيات القرن الماضي by فيليكس بلوخ (من جامعة ستانفورد) and وإدوارد بورسيل (من جامعة هارفارد). In هذا الرنين، المجالات المغناطيسيّة and الموجات الراديويّة cause الذرّات to give off إشارات راديو دقيقة. In عام 1970، رايموند داماديان، a طبيب and عالم أبحاث، discovered الأساس for using التصوير بالرنين المغناطيسي as أداة for التشخيص الطبّي. Four سنوات later براءة اختراع was منح، which كانت العالم's first براءة اختراع issued in the مجال of التصوير بالرنين المغناطيسي. In 1977، الدكتور داماديان completed إنشاء of the first ""لكامل الجسم"" ماسح ضوئي للتصوير بالرنين المغناطيسي، which he يسمى the ""الذي لا يقهر"".","""يعتمد التصوير بالرنين المغناطيسي على ظاهرة فيزيائية تسمى الرنين المغناطيسي النووي (NMR)، والتي اكتشفت في ثلاثينيات القرن الماضي عن طريق فيليكس بلوخ (من جامعة ستانفورد) وإدوارد بورسيل (من جامعة هارفارد). في هذا الرنين، تجعل المجالات المغناطيسيّة والموجات الراديويّة الذرّات تبعث إشارات راديو دقيقة. في عام 1970، اكتشف رايموند داماديان، وهو طبيب وعالم أبحاث، الأساس الذي بُني عليه استخدام التصوير بالرنين المغناطيسي كأداة للتشخيص الطبّي. بعد أريع سنوات، تم منح براءة اختراع، والتي كانت أول براءة اختراع في العالم يتم منحها في مجال التصوير بالرنين المغناطيسي. في عام 1977 استكمل الدكتور داماديان إنشاء أول ماسح ضوئي للتصوير بالرنين المغناطيسي """"لكامل الجسم""""، والذي يسمى اليوم ب""""الذي لا يقهر""""."
37,"الإنسان are by far the most talented الكائنات in reading the عقول of الآخرين. That means we are able to successfully predict what other البشر perceive, intend, believe, know or desire. Among these القدرات، understanding the نية of الآخرين is crucial. It allows us to resolve possible الغموض of physical الأفعال. For المثال، if you were to see شخصاً breaking a سيارة نافذة, you would probably assume he was trying to steal a شخص غريب's سيارة. He would need to be judged differently if he had lost his سيارته مفاتيح and it was his own سيارة that he was trying to break into.",الإنسان هو أكثر الكائنات موهبةً في قراءة عقول الآخرين. يعني ذلك أننا قادرون على التنبؤ بشكل ناجح بمنظور البشر الآخرين أو نواياهم أو إيمانهم أو معرفتهم أو رغبتهم. من بين هذه القدرات، فهم نية الآخرين أمرٌ بالغُ الأهمية. حيث يسمح لنا بتحليل الغموض المحتمل في الأفعال الجسدية. على سبيل المثال، إذا رأيت شخصاً يكسر نافذة سيارة، فمن المحتمل أن تفترض أنه كان يحاول سرقة سيارة شخص غريب. ويمكن الحكم عليه بشكل مختلف إذا فقد مفاتيح سيارته وكانت سيارته هي التي يحاول اقتحامها.
38,"الإنسان are by far the most talented الكائنات in reading the عقول of الآخرين. That means we are able to successfully predict what other البشر perceive, intend, believe, know or desire. Among these القدرات، understanding the نية of الآخرين is crucial. It allows us to resolve possible الغموض of physical الأفعال. For المثال، if you were to see شخصاً breaking a سيارة نافذة, you would probably assume he was trying to steal a شخص غريب's سيارة. He would need to be judged differently if he had lost his مفاتيح سيارته and it was his own سيارة that he was trying to break into.","الإنسان are by far the most talented الكائنات in reading the عقول of الآخرين. That means we are able to successfully predict what other البشر perceive, intend, believe, know or desire. Among these القدرات، understanding the نية of الآخرين is crucial. It allows us to resolve possible الغموض of physical الأفعال. For المثال، if you were to see شخصاً breaking a سيارة، نافذة, you would probably assume he was trying to steal a غريب. سيارة. He would need to be judged differently if he had lost his سيارته مفاتيح and it was his own سيارته that he was trying to break into."
39,"Although للذكاء الاصطناعي has a قوية دلالة of العلمي، للذكاء الاصطناعي forms a very important فرعاً of علوم الكمبيوتر، dealing with السلوك والتعلم والتكيف الذكي in الآلة. البحث in الذكاء الاصطناعي involves making الآلات to automate بالمهام that require سلوكاً ذكياً. الأمثلة include التحكم والتخطيط ووضع الجداول, the والقدرة to answer تشخيصات الزبائن وأسئلتهم، as well as التعرف على خط اليد والصوت والوجه. Such الأشياء have become مجالاتٍ منفصلةٍ, which focus on providing حلولٍ to الحياة الحقيقيّة problems. The نظام الذكاء الاصطناعي is now often يُستخدم in حقول الاقتصاد، والطب، والهندسة، والجيش، as has been built in several الحواسب المنزلية وألعاب الفيديو برمجية تطبيقات.",بالرغم من أن للذكاء الاصطناعي دلالة قوية للخيال العلمي، فإنه يشكل فرعاً هاماً للغاية من علوم الكمبيوتر، ويتعامل مع السلوك والتعلم والتكيف الذكي في الآلة. يتضمن البحث في الذكاء الاصطناعي صنع الآلات للقيام بالمهام التي تتطلب سلوكاً ذكياً بشكلٍ آليٍ. تتضمن الأمثلة التحكم والتخطيط ووضع الجداول والقدرة على الإجابة على تشخيصات الزبائن وأسئلتهم، وإضافة إلى ذلك التعرف على خط اليد والصوت والوجه. أصبحت مثلَ هذه الأشياء مجالاتٍ منفصلةٍ تركز على تقديم حلولٍ لمشاكل الحياة الحقيقيّة. يُستخدم نظام الذكاء الاصطناعي الآن في حقول الاقتصاد، والطب، والهندسة، والجيش، كما تم استخدامه لبناء عدة تطبيقات برمجية على الحواسب المنزلية وألعاب الفيديو.
40,"Although للذكاء الاصطناعي has a قوية دلالة of العلمي، للذكاء الاصطناعي forms a very important فرعاً of علوم الكمبيوتر، dealing with السلوك والتعلم والتكيف الذكي in الآلة. البحث in الذكاء الاصطناعي involves making الآلات to automate بالمهام that require ذكياً سلوكاً. الأمثلة include التحكم والتخطيط ووضع الجداول, the والقدرة to answer تشخيصات الزبائن وأسئلتهم، as well as التعرف على خط اليد والصوت والوجه. مثلَ هذه الأشياء have become مجالاتٍ منفصلةٍ, which focus on providing حلولٍ to الحياة الحقيقيّة. The نظام الذكاء الاصطناعي is now often used in حقول الاقتصاد، والطب، والهندسة، والجيش، as has been built in several الحواسب المنزلية وألعاب الفيديو برمجية تطبيقات.",بالرغم من أن للذكاء الاصطناعي دلالة قوية للخيال العلمي، فإنه يشكل فرعاً هاماً للغاية من علوم الكمبيوتر، ويتعامل مع السلوك والتعلم والتكيف الذكي في الآلة. يتضمن البحث في الذكاء الاصطناعي صنع الآلات للقيام بالمهام التي تتطلب سلوكاً ذكياً بشكلٍ آليٍ. تتضمن الأمثلة التحكم والتخطيط ووضع الجداول والقدرة على الإجابة على تشخيصات الزبائن وأسئلتهم، وإضافة إلى ذلك التعرف على خط اليد والصوت والوجه. أصبحت مثلَ هذه الأشياء مجالاتٍ منفصلةٍ تركز على تقديم حلولٍ لمشاكل الحياة الحقيقيّة. يُستخدم نظام الذكاء الاصطناعي الآن في حقول الاقتصاد، والطب، والهندسة، والجيش، كما تم استخدامه لبناء عدة تطبيقات برمجية على الحواسب المنزلية وألعاب الفيديو.
41,أنماط التفكير Convergent هي أساليب لحل المشاكل تجمع أفكار أو مجالات مختلفة لإيجاد حل. تركز هذه العقلية على السرعة والمنطق والدقة وأيضاً على تحديد الحقائق وإعادة تطبيق التقنيات الموجودة وجمع المعلومات. والعامل الأكثر أهمية في هذه العقلية هو: لا توجد سوى إجابة واحدة صحيحة. You تفكر إلا في إجابتين، وهما صحيحة أو خاطئة. هذا النوع من التفكير يَرْتبط بعلمٍ معين أو إجراءاتٍ قياسيةٍ. فالأشخاص الذين لديهم هذا النوع من التفكير لديهم تفكير منطقي وهم قادرون على حفظ الأنماط وحل المشاكل والعمل على الاختبارات العلمية.,أنماط التفكير التجميعي هي أساليب لحل المشاكل تجمع أفكار أو مجالات مختلفة لإيجاد حل. تركز هذه العقلية على السرعة والمنطق والدقة وأيضاً على تحديد الحقائق وإعادة تطبيق التقنيات الموجودة وجمع المعلومات. والعامل الأكثر أهمية في هذه العقلية هو: لا توجد سوى إجابة واحدة صحيحة. لا تفكر إلا في إجابتين، وهما إجابة صحيحة أو خاطئة. يَرْتبط هذا النوع من التفكير بعلمٍ معين أو إجراءاتٍ قياسيةٍ. فالأشخاص الذين لديهم هذا النوع من التفكير لديهم تفكير منطقي وهم قادرون على حفظ الأنماط وحل المشاكل والعمل على الاختبارات العلمية.
42,أنماط التفكير Convergent هي أساليب لحل المشاكل تجمع أفكار أو مجالات مختلفة لإيجاد حل. تركز هذه العقلية على السرعة والمنطق والدقة وأيضاً على تحديد الحقائق وإعادة تطبيق التقنيات الموجودة وجمع المعلومات. والعامل الأكثر أهمية في هذه العقلية هو: لا توجد سوى إجابة واحدة صحيحة. You تفكر إلا في إجابتين، وهما صحيحة أو خاطئة. هذا النوع من التفكير يَرْتبط بعلمٍ معين أو إجراءاتٍ قياسيةٍ. فالأشخاص الذين لديهم هذا النوع من التفكير لديهم تفكير منطقي وهم قادرون على حفظ الأنماط وحل المشاكل والعمل على الاختبارات العلمية.,أنماط التفكير التجميعي هي أساليب لحل المشاكل تجمع أفكار أو مجالات مختلفة لإيجاد حل. تركز هذه العقلية على السرعة والمنطق والدقة وأيضاً على تحديد الحقائق وإعادة تطبيق التقنيات الموجودة وجمع المعلومات. والعامل الأكثر أهمية في هذه العقلية هو: لا توجد سوى إجابة واحدة صحيحة. لا تفكر إلا في إجابتين، وهما إجابة صحيحة أو خاطئة. يَرْتبط هذا النوع من التفكير بعلمٍ معين أو إجراءاتٍ قياسيةٍ. فالأشخاص الذين لديهم هذا النوع من التفكير لديهم تفكير منطقي وهم قادرون على حفظ الأنماط وحل المشاكل والعمل على الاختبارات العلمية.
43,"The استخدام of تسجيلات الفيديو has led to اكتشافات هامة in the تفسير of التعابير الدقيقة للوجه, حركات which last a few أجزاء من الثانية الواحدة. In particular, it is claimed that one can detect whether a الشخص is lying by interpreting التعابير الدقيقة correctly. أوليفر ساكس, in his ورقته The خطاب الرّئيس, indicated how الأشخاص who are unable to understand الكلام because of تلفِ الدّماغ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in interpreting human السلوك may be shared by الحيوانات such as الكلاب الأليفة.","The استخدام of الفيديو تسجيلات has led to important اكتشافات in the تفسير of الدقيقة التعبيرات, facial حركات which last a few أجزاء من الثانية. In particular, it is claimed that one can يكتشف whether a الشخص is يكذبمن by interpreting الدقيقة التعبيرات correctly. أوليفر ساكس, in his ورقته The الرّئيس خطاب, indicated how الأشخاص who are unable to understand الكلام because of الدّماغ تلفِ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in تحليل human السلوك may be مشتركة by الحيوانات، such as الكلاب الأليفة."
44,"The استخدام of تسجيلات الفيديو has led to اكتشافات هامة in the تفسير of التعابير الدقيقة للوجه, حركات which last a few أجزاء من الثانية الواحدة. In particular, it is claimed that one can detect whether a الشخص is lying by interpreting التعابير الدقيقة correctly. أوليفر ساكس, in his ورقته The خطاب الرّئيس, indicated how الأشخاص who are unable to understand الكلام because of تلفِ الدّماغ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in interpreting السلوك البشري may be shared by الحيوانات such as الكلاب الأليفة.","The استخدام of الفيديو تسجيلات has led to important اكتشافات in the تفسير of الدقيقة التعبيرات, facial حركات which last a few أجزاء من الثانية. In particular, it is claimed that one can detect whether a الشخص is lying by interpreting الدقيقة التعبيرات correctly. أوليفر ساكس, in his ورقته The الرّئيس's خطاب, indicated how الأشخاص who are unable to understand الكلام because of الدّماغ تلفِ are nevertheless able to assess الصّدق accurately. He even suggests that such القدرات in تحليل البشري السلوك may be shared by الحيوانات such as الكلاب الأليفة."
45,"As the القدرة to obtain المعرفة and to learn changed in such a بالطريقة as mentioned above the المعدل الأساسي at which المعرفة was obtained changed. The وسيلة to obtaining المعلومات was different. No longer did الضغط reside within individual التذكر, but the القدرة to recall النص became more of a التركيز. In جوهر, the النهضة made a significant تغييراً in the نهج to التعلم and the ونشر of المعرفة.",بينما أصبحت القدرة على اقتناء المعرفة والتعلم متغيرة بالطريقة المذكورة أعلاه، فإن المعدل الأساسي لاقتناء المعرفة قد تغير. وسيلة الحصول علي المعلومات كانت مختلفة. لم يعد الضغط يتمثل في التذكر الفردي، لكن القدرة على تذكر النص حصلت علي التركيز الأكبر. وفي جوهر الأمر، أحدث عصر النهضة تغييراً كبيراً في نهج التعلم ونشر المعرفة.
46,"As the القدرة to obtain المعرفة and to learn changed in such a بالطريقة as mentioned above the المعدل الأساسي at which المعرفة was obtained changed. The وسيلة to obtaining المعلومات was different. No longer did الضغط reside within individual التذكر, but the القدرة to recall النص became more of a التركيز. In جوهر, the النهضة made a significant تغييراً in the نهج to التعلم and the ونشر of المعرفة.",بينما أصبحت القدرة على اقتناء المعرفة والتعلم متغيرة بالطريقة المذكورة أعلاه، فإن المعدل الأساسي لاقتناء المعرفة قد تغير. وسيلة الحصول علي المعلومات كانت مختلفة. لم يعد الضغط يتمثل في التذكر الفردي، لكن القدرة على تذكر النص حصلت علي التركيز الأكبر. وفي جوهر الأمر، أحدث عصر النهضة تغييراً كبيراً في نهج التعلم ونشر المعرفة.
47,"The الإنترنت combines عناصر of both mass and interpersonal التواصل. The distinct الخصائص of the الإنترنت lead to additional أبعاد in حيث of the الاستخدامات and طرق الإشباع approach. For المثال، ""التعلم"" and ""التنشئة الاجتماعية"" are suggested as important دوافع for الإنترنت استخدام (جيمس et al., 1995). ""المشاركة الشخصية"" and ""العلاقات المستمرة"" were also identified as new تحفيزية جوانب by إيمي and مكورد (1998) when they investigated الجمهور رد فعل to مواقع الويب.","The الإنترنت combines عناصر of both mass and interpersonal التواصل. The distinct الخصائص of the الإنترنت lead to additional أبعاد in من حيث the الاستخدامات وطرق الإشباع. For المثال، “التعلم” and “التنشئة الاجتماعية” are suggested as important كدوافع for الإنترنت استخدام (جيمس et al., 1995). “Personal مشاركة” and “العلاقات المستمرة” were also identified as new تحفيزية جوانب by إيمي ومكورد (1998) when they investigated الجمهور رد فعل to مواقع الويب."
48,"The الإنترنت combines عناصر of both mass and interpersonal التواصل. The distinct الخصائص of the الإنترنت lead to additional أبعاد in حيث of the الاستخدامات and طرق الإشباع approach. For المثال، ""التعلم"" and ""التنشئة الاجتماعية"" are suggested as important كدوافع for الإنترنت استخدام (جيمس et al., 1995). ""المشاركة الشخصية"" and ""العلاقات المستمرة"" were also identified as new تحفيزية جوانب by إيمي and مكورد (1998) when they investigated الجمهور رد فعل to مواقع الويب.","The الإنترنت combines عناصر of both mass and الشخصي. The distinct الخصائص of the الإنترنت lead to additional أبعاد in من حيث the الاستخدامات وطرق الإشباع. For المثال، """"التعلم"""" and """"التنشئة الاجتماعية"""" are suggested as important كدوافع for الإنترنت استخدام (جيمس et al., 1995). """"المشاركة الشخصية"""" and """"العلاقات المستمرة"""" were also identified as new تحفيزية كجوانب by إيمي ومكورد (1998) when they investigated الجمهور رد فعل على مواقع الويب."
49,"Gothic الطراز peaked in فترة between القرنين العاشر - الحادي عشر and القرن الرابع عشر. At البداية، الملابس was heavily influenced by الثقافة البيزنطية in الشرق. However, due to بطء قنوات التواصل، الأنماط in الغرب could lag behind by 25 to 30 سنة. towards نهاية العصور الوسطى أوروبا الغربية began to develop their own أسلوب. one of أكبر التطورات of ذلك الوقت as a نتيجة للحروب الصليبية الناس began to use الأزرار to fasten الملابس.",Gothic الطراز peaked في فترة ما بين القرنين العاشر أو الحادي عشر إلى القرن الرابع عشر. في البداية، أثرت الثقافة البيزنطية في الشرق على الملابس تأثيرًا شديدًا. وعلى الرغم من ذلك، فنظرا لبطء قنوات التواصل، قد تتأخر الأنماط في الغرب قدر ما يقارب 25 إلى 30 سنة. في نهاية العصور الوسطى، بدأت أوروبا الغربية في تطوير أسلوبها الخاص. واحدة من أكبر التطورات في ذلك الوقت نتيجة للحروب الصليبية بدأ الناس في استخدام الأزرار لربط الملابس.
50,"Gothic الطراز peaked in فترة between القرنين العاشر - الحادي عشر and القرن الرابع عشر. At البداية، الملابس was heavily influenced by الثقافة البيزنطية in الشرق. However, due to بطء قنوات التواصل، الأنماط in الغرب could lag behind by 25 to 30 سنة. towards نهاية العصور الوسطى أوروبا الغربية began to develop their own style. one of أكبر التطورات of ذلك الوقت as a نتيجة للحروب الصليبية الناس began to use الأزرار to fasten الملابس.",Gothic الطراز peaked في فترة ما بين القرنين العاشر أو الحادي عشر إلى القرن الرابع عشر. في البداية، أثرت الثقافة البيزنطية في الشرق على الملابس تأثيرًا شديدًا. وعلى الرغم من ذلك، فنظرا لبطء قنوات التواصل، قد تتأخر الأنماط في الغرب قدر ما يقارب 25 إلى 30 سنة. في نهاية العصور الوسطى، بدأت أوروبا الغربية في تطوير أسلوبها الخاص. واحدة من أكبر التطورات في ذلك الوقت نتيجة للحروب الصليبية بدأ الناس في استخدام الأزرار لربط الملابس.
51,"We can start living more friendly to the البيئة, we can join to the الحركة البيئية, and we can even be نشطاء من أجل to reduce the future المعاناة in some بدرجة. This is just like symptomatic علاج in many الحالات. However, if we do not only want a temporary حلاً, then we should find the جذر of the المشكلات, and we should deactivate them. It is obvious enough that the العالم has changed much because of البشرية's scientific and technological التقدم, and المشاكل have become greater because of زيادة السكاني and الإنسان's extravagant نمط الحياة.","We can start living more friendly to the البيئة, we can join to the الحركة البيئية, and we can even be نشطاء in أجل to reduce the future المعاناة in some درجة. This is just like symptomatic علاج in many الحالات. However, if we do not only want a temporary حلاً, then we should find the جذر of the المشكلات, and we should deactivate them. It is obvious enough that the العالم has changed much because of البشرية's scientific and technological التقدم, and المشاكل have become greater because of زيادة السكاني and نمط الحياة المترف للإنسان."
52,"We can start living more friendly to البيئة, we can join to الحركة البيئية, and we can even be نشطاء من أجل to reduce the future المعاناة بدرجة ما. This is just like symptomatic علاج في كثير من الحالات. However, if we do not only want a temporary حلاً, then we should find the جذر of المشكلات, and we should إنهائها. It is obvious enough that العالم has changed much because of البشرية's scientific and technological التقدم, and المشاكل have become greater because of زيادة السكاني and الإنسان's المترف الحياة.","We can start living more friendly to the البيئة, we can join to the الحركة البيئية, and we can even be نشطاء in من أجل to reduce the future المعاناة بدرجة ما. This is just like symptomatic علاج in many الحالات. ومع ذلك, if we do not only want a temporary حلاً, then we should find the جذر of the المشكلات, and we should deactivate them. إنه obvious enough that the العالم has changed much because of البشرية's scientific and التقنية التقدم, and المشاكل have become greater because of زيادة السكاني and نمط الحياة المترف للإنسان."
53,"The الموازنة of الطاقة was a نظاماً in which European الدول sought to maintain the national السيادة of all European الدول. The المفهوم was that all European الدول had to seek to prevent one دولة from becoming powerful, and thus national الحكومات often changed their تحالفاتها in للحفاظ to maintain the التوازن. The حرب of Spanish الخلافة marked the first حرب whose central قضيتها was the ميزان of الطاقة. This marked an important تغييرٍ, as European القوى would no longer have the ذريعة of being religious حروباً. Thus, the Thirty عاماً حرب would be the last حرب to be labeled a religious حرب.",The الموازنة في الطاقة كانت نظاماً حاولت من خلاله الدول الأوروبية أن تُحافظ على السيادة الوطنية الخاصة بجميع الدول الأوروبية. نص المفهوم على أن جميع الدول الأوروبية يجب أن تسعى لمنع دولة واحدة من أن تصبح قوية، وبالتالي عادةً ما غيرت الحكومات الوطنية تحالفاتها للحفاظ على التوازن. كانت حرب الخلافة الإسبانية هي الحرب الأولى التي كانت قضيتها المركزية هي ميزان القوى. كان ذلك بمثابةِ تغييرٍ مهمٍ، حيث لم يعد لدى القوى الأوروبية ذريعة لكونها حروباً دينية. وهكذا، ستكون حرب الثلاثين عاماً آخر حربٍ توصف بأنها حرب دينية.
54,"The الموازنة of الطاقة was a نظاماً in which European الدول sought to maintain the national السيادة of all European الدول. The المفهوم was that all European الدول had to seek to prevent one دولة from becoming powerful, and thus national الحكومات often changed their تحالفاتها in للحفاظ to maintain the التوازن. The حرب of Spanish الخلافة marked the first حرب whose central قضيتها was the ميزان of الطاقة. This marked an important تغييرٍ, as European القوى would no longer have the ذريعة of being religious حروباً. Thus, the Thirty عاماً حرب would be the last حرب to be labeled a religious حرب.",The الموازنة في الطاقة كانت نظاماً حاولت من خلاله الدول الأوروبية أن تُحافظ على السيادة الوطنية الخاصة بجميع الدول الأوروبية. نص المفهوم على أن جميع الدول الأوروبية يجب أن تسعى لمنع دولة واحدة من أن تصبح قوية، وبالتالي عادةً ما غيرت الحكومات الوطنية تحالفاتها للحفاظ على التوازن. كانت حرب الخلافة الإسبانية هي الحرب الأولى التي كانت قضيتها المركزية هي ميزان القوى. كان ذلك بمثابةِ تغييرٍ مهمٍ، حيث لم يعد لدى القوى الأوروبية ذريعة لكونها حروباً دينية. وهكذا، ستكون حرب الثلاثين عاماً آخر حربٍ توصف بأنها حرب دينية.
55,"During this الفترة of European التاريخ, the الكنيسة الكاثوليكية, which had become rich and powerful, came under للتدقيق. For over a thousand عام the الديانة المسيحية had bound الدول الأوروبية together despite الاختلافات in اللغة and العادات. Its all-pervading القوة affected الجميع from الملك to عوامّ. One of the main المبادئ المسيحية is that الثروة should be used to alleviate المعاناة and الفقر and that the monetary الأموال of the الكنيسة are there specifically for that السبب. The central السلطة of the الكنيسة had been in روما for over a thousand عام and this التركيز of السلطة and المال led many to question whether this العقيدة was being met.","During هذه الفترة من European التاريخ, the الكاثوليكية، الكنيسة, which had become rich and powerful, came under للتدقيق. For over a ألف عام the المسيحية الديانة had bound European الدول together despite الاختلافات in اللغة and العادات. Its all-pervading القوة affected الجميع from الملك to عوامّ الناس. One of the main المسيحية المبادئ is that الثروة should be used to تخفيف المعاناة والفقر، and that the النقدية الأموال للكنيسة are there specifically for that السبب. The المركزية السلطة للكنيسة had been in روما for over a ألف عام، and this التركيز للسلطة والمال led الكثيرين to تساؤل whether this العقيدة. was being met."
