,claude,gpt4o
35,"L'IRM est based on un phénomène physique appelé résonance magnétique nucléaire (RMN), which was découvert dans les années 1930 par Felix Bloch (travaillant à l'université de Stanford) et Edward Purcell (de l'université de Harvard). Dans cette résonance, le champ magnétique et les ondes radio cause les atomes to give off minuscules signaux radio. En 1970, Raymond Damadian, un docteur en médecine et chercheur en sciences, a découvert les bases for using l'imagerie par résonance magnétique comme outil de diagnostic médical. Quatre ans plus tard, un brevet a été accordé, which was le premier brevet au monde délivré dans le domaine de l'IRM. En 1977, le Dr. Damadian a achevé la construction du premier scanner IRM pour tout le corps, qu'il a appelé « l'Indomptable ».","L’IRM est basée sur un phénomène physique appelé résonance magnétique nucléaire (RMN), découvert dans les années 1930 par Felix Bloch (travaillant à l’université de Stanford) et Edward Purcell (de l’université de Harvard). Dans cette résonance, le champ magnétique et les ondes radio font que les atomes émettent de minuscules signaux radio. En 1970, Raymond Damadian, docteur en médecine et chercheur en sciences, a découvert les bases permettant d'utiliser l'imagerie par résonance magnétique comme outil de diagnostic médical. Quatre ans plus tard, un brevet a été accordé, ce qui était le premier brevet au monde délivré dans le domaine de l'IRM. En 1977, le Dr. Damadian a achevé la construction du premier scanner IRM pour tout le corps, qu'il a appelé « l'Indomptable »."
36,"L'IRM est based on un phénomène physique appelé résonance magnétique nucléaire (RMN), which was découvert dans les années 1930 par Felix Bloch (travaillant à l'université de Stanford) et Edward Purcell (de l'université de Harvard). Dans cette résonance, le champ magnétique et les ondes radio cause les atomes to give off minuscules signaux radio. En l'année 1970, Raymond Damadian, un docteur en médecine et chercheur en sciences, a découvert les bases for using l'imagerie par résonance magnétique as un outil for diagnostic médical. Quatre ans later un brevet was accordé, which était le premier brevet au monde délivré dans le domaine de l'IRM. En 1977, Dr. Damadian a achevé la construction du premier scanner IRM pour tout le corps, qu'il a appelé « l'Indomptable ».","L’IRM est basée sur un phénomène physique appelé résonance magnétique nucléaire (RMN), découvert dans les années 1930 par Felix Bloch (travaillant à l’université de Stanford) et Edward Purcell (de l’université de Harvard). Dans cette résonance, le champ magnétique et les ondes radio font que les atomes émettent de minuscules signaux radio. En 1970, Raymond Damadian, docteur en médecine et chercheur en sciences, a découvert les bases permettant d'utiliser l'imagerie par résonance magnétique comme outil de diagnostic médical. Quatre ans plus tard, un brevet a été accordé, ce qui était le premier brevet au monde délivré dans le domaine de l'IRM. En 1977, le Dr. Damadian a achevé la construction du premier scanner IRM pour tout le corps, qu'il a appelé « l'Indomptable »."
37,"L'homme are by far the most talented espèce in reading the pensées of autres. That means we are able to successfully predict what other humains perceive, intend, believe, know or desire. Among these capacités, understanding the intentions of autres is crucial. It allows us to resolve possible ambiguïtés of physical actions. For exemple, if you were to see quelqu'un breaking a voiture vitre, you would probably assume he was trying to steal a inconnu's voiture. He would need to be judged differently if he had lost his voiture clés and it was his own voiture that he was trying to break into.","L'homme est de loin l'espèce la plus douée pour lire dans les pensées des autres. Ce qui signifie que nous sommes en mesure d'anticiper, et non sans succès, les perceptions, intentions, croyances, savoirs et désirs des autres humains. Parmi ces capacités, comprendre les intentions de l'autre est crucial. Elle nous permet de résoudre d’éventuelles ambiguïtés posées par certaines actions physiques. Si vous voyiez quelqu'un briser une vitre de voiture, par exemple, vous penseriez probablement qu'il essaie de voler la voiture d'un inconnu. Il faudrait le juger différemment s'il avait perdu les clés de sa voiture, et si c'était sa propre voiture qu'il essayait de forcer."
38,"L'homme are by far the most talented espèce in reading the pensées of autres. That means we are able to successfully predict what other humains perceive, intend, believe, know or desire. Among these capacités, understanding the intentions of autres is crucial. It allows us to resolve possible ambiguïtés of physical actions. For exemple, if you were to see quelqu'un breaking a voiture vitre, you would probably assume he was trying to steal a inconnu's voiture. He would need to be judged differently if he had lost his voiture clés and it was his own voiture that he was trying to break into.","L'homme est de loin l'espèce la plus douée pour lire dans les pensées des autres. Ce qui signifie que nous sommes en mesure d'anticiper, et non sans succès, les perceptions, intentions, croyances, savoirs et désirs des autres humains. Parmi ces capacités, c'est la capacité de compréhension des intentions de l'autre qui importe le plus. Elle nous permet de résoudre d’éventuelles ambiguïtés posées par certaines actions physiques. Si vous voyiez quelqu'un briser une vitre de voiture, par exemple, vous penseriez probablement qu'il essaie de voler la voiture d'un inconnu. Il faudrait le juger différemment s'il avait perdu les clés de sa voiture, et si c'était sa propre voiture qu'il essayait de forcer."
39,"Although l'Intelligence Artificielle has a strong connotation de science-fiction, l'Intelligence Artificielle forms une très importante part des sciences informatiques, dealing with comportement, apprentissage et adaptation intelligente d'une machine. La recherche en intelligence artificielle involves making machines to automatiser tâches that require approche intelligente. Exemples include contrôle, planification et programmation, la capacité to répondre aux diagnostics et questions des clients, ainsi que la reconnaissance de l'écriture, de la voix et du visage. Ces pratiques have become disciplines distinctes, which focus sur l'apport des solutions aux problèmes de la vie quotidienne. Le système de l'IA is désormais souvent utilisé dans les domaines de l'économie, médecine, l'ingénierie et l'armée, as has been mis en place dans plusieurs logiciels d'ordinateur domestique et de jeux vidéo.","Bien que l'Intelligence soit souvent fortement connotée science-fiction, l'Intelligence représente une part très importante des sciences informatiques, qui étudient le comportement, l'apprentissage et l'adaptation intelligente d'une machine. La recherche en l'Intelligence Artificielle a pour objet l'automatisation par des machines de tâches requérant une approche intelligente. Parmi les exemples figurent le contrôle, la planification et la programmation, la capacité à répondre aux diagnostics et aux questions des clients, ainsi que la reconnaissance de l'écriture, de la voix et du visage. Ces pratiques ont conduit à des disciplines distinctes, axées sur l'apport des solutions aux problèmes de la vie quotidienne. Le système de l'IA est désormais souvent utilisé dans les domaines de l'économie, de la médecine, de l'ingénierie et de l'armée, comme il l'a été mis en place dans plusieurs logiciels d'ordinateur domestique et de jeux vidéo."
40,"Although l'Intelligence Artificielle has a strong connotation de science-fiction, l'Intelligence Artificielle forms une très importante part des sciences informatiques, dealing with comportement, apprentissage et adaptation intelligente d'une machine. La recherche en intelligence artificielle involves making machines to automatiser tâches that require approche intelligente. Exemples include contrôle, planification et programmation, la capacité to answer diagnostics et questions des clients, as well as reconnaissance de l'écriture, de la voix et du visage. Ces pratiques have become disciplines distinctes, which focus on l'apport des solutions aux problèmes de la vie quotidienne. Le système de l'IA is désormais souvent utilisé dans les domaines de l'économie, médecine, l'ingénierie et l'armée, as has been mis en place dans plusieurs logiciels d'ordinateur domestique et de jeux vidéo.","Bien que l'Intelligence soit souvent fortement connotée science-fiction, l'Intelligence représente une part très importante des sciences informatiques, qui étudient le comportement, l'apprentissage et l'adaptation intelligente d'une machine. La recherche en l'Intelligence Artificielle a pour objet l'automatisation par des machines de tâches requérant une approche intelligente. Parmi les exemples figurent le contrôle, la planification et la programmation, la capacité à répondre aux diagnostics et aux questions des clients, ainsi que la reconnaissance de l'écriture, de la voix et du visage. Ces pratiques ont conduit à des disciplines distinctes, axées sur l'apport des solutions aux problèmes de la vie quotidienne. Le système de l'IA est désormais souvent utilisé dans les domaines de l'économie, de la médecine, de l'ingénierie et de l'armée, comme il l'a été mis en place dans plusieurs logiciels d'ordinateur domestique et de jeux vidéo."
41,"Convergent schémas de pensée are techniques de résolution de problèmes that unite different idées or domaines to find a solution. The repose of this état d'esprit is rapidité, logique and exactitude, also identification des faits, reapplying pré-existantes techniques, gathering infos. The most important facteur of this état d'esprit is: there is seule une correct réponse. You only pensez qu'à deux réponses, namely bonne or mauvaise. This type de pensée is associated with certain procédures scientifiques or standard. Personnes with this type de pensées have logique thinking, are able to mémoriser modèles, résoudre problèmes and work on tests scientifiques.","Les schémas de pensée convergents sont des techniques de résolution de problèmes qui unissent des idées ou des domaines différents pour trouver une solution. Le focus de cet état d'esprit repose sur la rapidité, la logique et l'exactitude, mais aussi l'identification des faits, la mobilisation de techniques pré-existantes et la recherche d'infos. Le facteur primordial de cet état d'esprit : seule une réponse est adaptée. Vous ne pensez qu’à deux réponses : soit c'est la bonne réponse, soit c'est une mauvaise réponse. Ce type de pensée est associé à certaines procédures scientifiques ou standard. Les personnes ayant ce type de pensées ont une pensée logique, sont capables de mémoriser des modèles, de résoudre des problèmes et de travailler sur des tests scientifiques."
42,"Convergent schémas de pensée are techniques de résolution de problèmes that unite different idées or domaines to find a solution. The repose of this état d'esprit is rapidité, logique and exactitude, also identification des faits, reapplying pré-existantes techniques, gathering d'infos. The most important facteur of this état d'esprit is: there is seule une correct réponse. You only pensez qu'à deux réponses, namely bonne or mauvaise. Ce type de pensée is associated with certain procédures scientifiques or standard. Personnes with this type de pensées have logique thinking, are able to mémoriser modèles, résoudre problèmes and work on tests scientifiques.","Les schémas de pensée convergents sont des techniques de résolution de problèmes qui unissent des idées ou des domaines différents pour trouver une solution. Le repose de cet état d'esprit est rapidité, logique et l'exactitude, aussi l'identification des faits, la mobilisation de techniques pré-existantes, gathering d'infos. Le facteur primordial de cet état d'esprit : seule une réponse est adaptée. Vous ne pensez qu’à deux réponse, soit c'est la bonne réponse, soit c'est une mauvaise réponse. Ce type de pensée est associé à certaines scientifiques ou standard procédures. Les personnes ayant ce type de pensées ont une pensée logique, sont capables de mémoriser des modèles, résoudre problèmes et travailler sur des scientifiques tests."
43,"L'usage de l'enregistrement vidéo has led to grandes découvertes in l'interprétation of micro-expressions, facial expressions which last quelques millisecondes. In particular, it is claimed that one can detect whether une personne is lying by interprétant micro-expressions correctly. Oliver Sacks, in his article Le discours du président, indicated how personnes who are unable to understand discours because of lésions cérébrales are nevertheless able to assess sincérité accurately. He even suggests that such capacités in interpreting human comportement may be shared by animaux such as domestic chiens.","L'usage de l'enregistrement vidéo a mené à de grandes découvertes dans l'interprétation des micro-expressions, c'est-à-dire des expressions faciales durant quelques millisecondes. On prétend notamment que l’on peut détecter si une personne ment en interprétant correctement des micro-expressions. Oliver Sacks, dans son article Le discours du président, a indiqué comment les personnes ne pouvant pas comprendre le discours en raison de lésions cérébrales sont néanmoins en mesure d’évaluer la sincérité avec précision. Il suggère même que de telles capacités d’interprétation du comportement humain peuvent se trouver chez des animaux tels que les chiens domestiques."
44,"L'usage de l'enregistrement vidéo has led to important découvertes in the interprétation of micro-expressions, facial expressions which last quelques millisecondes. In particular, it is claimed that one can detect whether a personne is lying by interpreting micro-expressions correctly. Oliver Sacks, in his article Le discours du Président, indicated how personnes who are unable to understand discours because of lésions cérébrales are nevertheless able to assess sincérité accurately. He even suggests that such capacités in interpreting human comportement may be shared by animaux such as domestic chiens.","L'usage de l'enregistrement vidéo a mené à de grandes découvertes dans l'interprétation des micro-expressions, c'est-à-dire des expressions faciales durant quelques millisecondes. On prétend notamment que l’on peut détecter si une personne ment en interprétant correctement des micro-expressions. Oliver Sacks, dans son article Le discours du président, a indiqué comment les personnes ne pouvant pas comprendre le discours en raison de lésions cérébrales sont néanmoins en mesure d’évaluer la sincérité avec précision. Il suggère même que de telles capacités d’interprétation du comportement humain peuvent se trouver chez des animaux tels que les chiens domestiques."
45,"As the capacité to obtain connaissance and to apprendre changed in such a façon as mentioned above the rythme de base at which connaissance was obtained changed. The manière to obtaining information était différente. No longer did pression reside within mémoire individuelle, but the capacité to se souvenir d'un texte became more of a focus. En somme, the Renaissance a été à l'origine d'un changement majeur in the façon d'envisager l'apprentissage and the diffusion des connaissances.","Comme la capacité à acquérir la connaissance et à apprendre changé d'une certaine façon telle que mentionnée ci-dessus la base rythme auquel la connaissance s'acquérait changé. La manière de récupérer l'information était différente. Il n'y avait plus de pression sur la mémoire individuelle, mais la capacité à se souvenir d'un texte devenait plus importante. En somme, la Renaissance a été à l'origine d'un changement majeur dans la façon d'envisager l'apprentissage et la diffusion des connaissances."
46,"As the capacité to obtain connaissance and to apprendre changed in such a façon as mentioned above the rythme de base at which connaissance was obtained changed. The manière to obtaining l'information was different. No longer did pression reside within individual mémoire, but the capacité to se souvenir d'un texte became more of a focus. En somme, the Renaissance a été à l'origine d'un changement majeur in the façon d'envisager l'apprentissage and the diffusion des connaissances.","Comme la capacité à obtenir connaissance et à apprendre changé d'une façon telle que mentionnée ci-dessus la base rythme auquel connaissance s'acquérait changé. La manière de obtenir l'information était différente. Il n'y plus de pression sur la mémoire individuelle, mais la capacité à se souvenir d'un texte devenait plus importante. En somme, la Renaissance a été à l'origine d'un changement majeur dans la façon d'envisager l'apprentissage et la diffusion des connaissances."
47,"Internet allie des éléments of both masse and communication interpersonnelle. Les caractéristiques distinctes d'Internet conduisent à additional dimensions en termes d'approche des usages et des gratifications. Par exemple, « l'apprentissage » et « la socialisation » sont suggested as important motivations favorisant l'utilisation d'Internet (James et al., 1995). « L'implication personnelle » et « les relations continues » were also identified as new aspects motivationnels par Eighmey et McCord (1998) lorsqu'ils ont investigated les réactions du public vis-à-vis des sites internet.","Internet combines éléments of both masse et interpersonnelle communication. Les distinctes caractéristiques d'Internet conduisent à des dimensions supplémentaires en termes d'usages et gratifications d'approche. Par exemple, « l'apprentissage » et « socialisation » sont considérés comme de grands facteurs favorisant l'utilisation d'Internet (James et al., 1995). « L’implication personnelle » et « relations continues » ont également été identifiées comme étant de nouveaux aspects motivationnels par Eighmey et McCord (1998) lorsqu’ils ont étudié les réactions du public vis-à-vis des sites internet."
48,"Internet allie des éléments of both masse and communication interpersonnelle. Les caractéristiques distinctes d'Internet conduisent à additional dimensions en termes d'approche des usages et des gratifications. Par exemple, « l'apprentissage » et « la socialisation » sont suggested as important motivations favorisant l'utilisation d'Internet (James et al., 1995). « L'implication personnelle » et « les relations continues » were also identified as new aspects motivationnels par Eighmey et McCord (1998) lorsqu'ils ont investigated les réactions du public vis-à-vis des sites internet.","Internet combines éléments of both masse et interpersonnelle communication. Les distinctes caractéristiques d'Internet conduisent à des dimensions supplémentaires en termes d'approche des usages et des gratifications. Par exemple, « l'apprentissage » et « socialisation » sont considérés comme de grands facteurs favorisant l'utilisation d'Internet (James et al., 1995). « L’implication personnelle » et « relations continues » ont également été identifiées comme étant de nouveaux aspects motivationnels par Eighmey et McCord (1998) lorsqu’ils ont étudié les réactions du public vis-à-vis des sites internet."
49,"Gothic style a connu son apogée entre le Xe–XIe siècle et le XIVe siècle. Au début, robe était fortement influencée par la Byzantine culture à l'est. Cependant, en raison de la lenteur des moyens de communication, modes occidentales pouvaient accuser un retard de 25 à 30 ans. Au cours de la fin du Moyen Âge, l'Europe occidentale a commencé à développer son propre style. Un des plus grands progrès de l'époque, suite aux croisades fut l'utilisation de boutons pour la fermeture des vêtements.","Gothic style peaked in the période entre le Xe–XIe siècle et le XIVe siècle. Au début, la robe était fortement influencée par la culture byzantine, à l’est. Cependant, en raison de la lenteur des moyens de communication, les modes occidentales pouvaient accuser un retard de 25 à 30 ans. Au cours de la fin du Moyen Âge, l'Europe occidentale a commencé à développer son propre style. Un des plus grands progrès de l'époque, suite aux croisades, fut l'utilisation de boutons pour la fermeture des vêtements."
50,"Gothic style a connu son apogée entre le Xe–XIe siècle et le XIVe siècle. Au début, robe était fortement influencée par la Byzantine culture à l'est. Cependant, en raison de la lenteur des moyens de communication, modes occidentales pouvaient accuser un retard de 25 à 30 ans. Vers la fin du Moyen Âge, l'Europe occidentale a commencé à développer son propre style. Un des plus grands progrès de l'époque, suite aux croisades fut l'utilisation de boutons pour la fermeture des vêtements.","Gothic style a apogée entre le Xe–XIe siècle et le XIVe siècle. Au début, la robe était fortement influencée par la culture byzantine, à l’est. Cependant, en raison de la lenteur des moyens de communication, les modes occidentales pouvaient accuser un retard de 25 à 30 ans. cours de la fin du Moyen Âge, l'Europe occidentale a commencé à développer son propre style. Un des plus grands progrès de l'époque, suite aux croisades, fut l'utilisation de boutons pour la fermeture des vêtements."
51,"We can start living more friendly to the environnement, we can join to the mouvement environnemental, and we can even be militants in ordre to reduce the future souffrances in some degré. This is just like traitement symptomatique in many cas. However, if we do not only want a solution temporaire, then we should find the racine of the problèmes, and we should deactivate them. It is obvious enough that the monde has changed much because of humankind's scientific and technological progrès, and problèmes have become greater because of surpopulation and mankind's extravagant mode de vie.","Nous pouvons commencer par vivre en meilleure harmonie avec l'environnement, nous pouvons rejoindre le mouvement environnemental, et nous pouvons même militer dans le but d'atténuer les souffrances à venir. Cela est juste comme un traitement symptomatique dans de nombreux cas. Cependant, si nous ne voulons pas seulement une solution temporaire, alors nous devons trouver la racine des problèmes et les désactiver. Il est clair que le monde a beaucoup changé grâce aux progrès scientifiques et technologiques réalisés par les êtres humains, et que les problèmes sont devenus plus importants en raison de la surpopulation et du mode de vie extravagant de l'humanité."
52,"We can start living more friendly to the environnement, we can join to the mouvement environnemental, and we can even be militants in ordre to reduce the future souffrances in some degré. This is just like traitement symptomatique in many cas. However, if we do not only want a solution temporaire, then we should find the racine of the problèmes, and we should deactivate them. It is obvious enough that the monde has changed much because of humankind's scientific and technological progrès, and problèmes have become greater because of surpopulation and mankind's extravagant mode de vie.","Nous pouvons commencer par vivre en meilleure harmonie avec l'environnement, nous pouvons rejoindre le mouvement environnemental, et nous pouvons même militer dans le but d'atténuer les souffrances à venir. C'est juste comme un traitement symptomatique dans de nombreux cas. Cependant, si nous ne voulons pas seulement une solution temporaire, nous devons trouver la racine des problèmes et les désactiver. Il est clair que le monde a beaucoup changé grâce aux progrès scientifiques et technologiques réalisés par les êtres humains, et que les problèmes sont devenus plus importants en raison de la surpopulation et du mode de vie extravagant de l'humanité."
53,"L'équilibre des pouvoirs était un système dans which European nations cherchaient à maintain la souveraineté nationale of all European États. L'idée was that all European nations had to empêchent une nation from becoming powerful, and thus gouvernements nationaux often changeaient their alliances in ordre to maintain l'équilibre. La Guerre de Succession d'Espagne marked la Première guerre whose central issue was l'équilibre des pouvoirs. This marked an important changement, as puissances européennes would no longer have le prétexte of being religious guerres. Thus, la guerre de Trente Ans would be the last guerre to be labeled a religious guerre.","L'équilibre des pouvoirs était un système dans lequel les nations européennes cherchaient à maintenir la souveraineté nationale de tous les États européens. L'idée était que toutes les nations européennes empêchent une nation de devenir puissante, c'est pourquoi les gouvernements nationaux changeaient souvent d'alliances afin de maintenir l'équilibre. La Guerre de Succession d’Espagne marqua la Première Guerre dont l’issue principale fut l’équilibre des pouvoirs. Cela a marqué un changement important, car les puissances européennes ne pourraient plus utiliser le prétexte des guerres de religion. Ainsi, la guerre de Trente Ans serait la dernière guerre à être qualifiée de guerre de religion."
54,"L'équilibre des pouvoirs était un système dans which European nations cherchaient à maintain la souveraineté nationale of all European États. L'idée was that all European nations had to empêchent une nation from becoming powerful, and thus gouvernements nationaux often changeaient their alliances in ordre to maintain l'équilibre. La Guerre de Succession d'Espagne marked la Première guerre whose central issue was l'équilibre des pouvoirs. This marked an important changement, as puissances européennes would no longer have le prétexte of being religious guerres. Thus, la guerre de Trente Ans would be the last guerre to be labeled a religious guerre.","L'équilibre des pouvoirs était un système dans lequel les nations européennes cherchaient à maintenir la souveraineté nationale de tous les États européens. L'idée était que toutes les nations européennes empêchent une nation de devenir puissante, c'est pourquoi les gouvernements nationaux changeaient souvent d'alliances afin de maintenir l'équilibre. La Guerre de Succession d’Espagne marqua la Première Guerre dont l’issue principale fut l’équilibre des pouvoirs. Cela a marqué un changement important, car les puissances européennes ne pourraient plus utiliser le prétexte des guerres de religion. Ainsi, la guerre de Trente Ans serait la dernière guerre à être qualifiée de guerre de religion."
55,"During cette période de l'histoire européenne, l'Église catholique, which had become riche and puissante, came under scrutiny. For over a millier d'années la religion chrétienne had bound États européens together despite différences de langue et coutumes. Its pouvoir omniprésent affected tout le monde, du roi au roturier. One of the principaux principes chrétiens is that richesse should be used to alleviate souffrance et pauvreté and that the fonds monétaires de l'église are there specifically for cette raison. L'autorité centrale de l'église had been in Rome for over a thousand ans and cette concentration de pouvoir et d'argent led many to question whether cette doctrine was being met.","Pendant cette période de l'histoire européenne, l'Église catholique, qui était devenue riche et puissante, a été remise en question. Pendant plus d'un millier d'années, la religion chrétienne a lié les États européens entre eux malgré les différences de langue et de coutumes. Son pouvoir omniprésent touchait tout le monde, du roi au roturier. L'un des principaux principes chrétiens est que la richesse doit être utilisée pour soulager la souffrance et la pauvreté et que les fonds monétaires de l'église sont là spécifiquement pour cette raison. L'autorité centrale de l'église était à Rome depuis plus de 1000 ans et cette concentration de pouvoir et d'argent a conduit beaucoup de gens à se demander si cette doctrine était respectée."
56,"The terrified roi Louis XVI, reine Marie-Antoinette their deux jeunes enfants (11 ans old Marie-Thérèse and quatre ans old Louis-Charles) and the roi's sœur, madame Élisabeth, on the 6 octobre 1789 were forced back to Paris from Versailles by a foule of vendeuses. In a carrosse, they traveled back to Paris surrounded by a foule of gens screaming and shouting menaces against the roi and reine. The foule of gens forced the roi and reine to have their carrosse fenêtres wide open. At un moment a membre of the foule waved the tête of a royal garde killed at Versailles in front of the terrified reine.","The terrified roi Louis XVI, reine Marie-Antoinette leurs deux jeunes enfants (Marie-Thérèse, 11 ans et Louis-Charles, 4 ans) et la sœur du roi, madame Élisabeth, on the 6th octobre 1789 were forced back to Paris from Versailles by a foule of vendeuses. In a carrosse, they traveled back to Paris surrounded by a foule of gens screaming and shouting menaces against the roi and reine. The foule of gens forced the roi and reine to have their carrosses fenêtres wide open. At one moment a membre of the foule waved the tête of a garde royal tué at Versailles in devant the terrified reine."
57,"The terrified roi Louis XVI, reine Marie Antoinette leurs deux young enfants (11 ans old Marie Therese and four ans old Louis-Charles) and the roi's sœur, madame Elizabeth, on the 6 octobre 1789 were forced back to Paris depuis Versailles by une foule of vendeuses. Dans un carrosse, they traveled back to Paris entourés by une foule de gens screaming and shouting menaces against the roi et reine. La foule de gens forced the roi et reine to have leurs carrosse fenêtres wide ouvrir. À un moment donné, un membre of la foule waved la tête of a royal garde killed à Versailles devant the terrified reine.","The terrifiés roi Louis XVI, reine Marie-Antoinette leurs deux jeunes enfants (Marie-Thérèse, 11 ans, et Louis-Charles, 4 ans) et la sœur du roi, madame Élisabeth, le 6 octobre 1789 sont contraints de rentrer à Paris depuis Versailles par une foule de vendeuses. Dans un carrosse, ils sont rentrés à Paris entourés d’une foule de gens qui hurlent et crient des menaces contre le roi et la reine. La foule de gens obligés le roi et la reine de faire ouvrir les fenêtres de leurs carrosses. À un moment donné, un membre de la foule a brandi la tête d'un garde royal tué à Versailles devant la reine terrorisée."
58,"Soon after the début des hostilités, la Grande-Bretagne initiated a naval blocus of l'Allemagne. The stratégie proved effective, cutting off vital military and civilian approvisionnements, although this blocus violated generally accepted international droit codified by several international accords of the past two siècles. La Grande-Bretagne mined international eaux to prevent any navires from entering entire zones of océan, causing menace to even neutral navires. Since there was limited réaction to this tactique, l'Allemagne expected a similar réaction to its unrestricted sous-marine guerre.","Peu après le début des hostilités, la Grande-Bretagne a mis en place un blocus naval contre l’Allemagne. Cette stratégie s'est avérée efficace, coupant les approvisionnements militaires et civils vitaux, bien que ce blocus ait violé le droit international généralement accepté et codifié par plusieurs accords internationaux des deux derniers siècles. La Grande-Bretagne mina les eaux internationales afin d'empêcher les navires de s'aventurer dans des zones maritimes entières, représentant ainsi une menace même pour les navires neutres. Comme cette tactique n'a suscité qu'une timide réaction, l'Allemagne s'attendait à une réaction semblable face à sa guerre sous-marine sans limites."
59,"Soon after the début des hostilités, la Grande-Bretagne initiated a naval blocus of l'Allemagne. Cette stratégie proved effective, cutting off vital military and civilian approvisionnements, although ce blocus violated generally accepted international droit codified by several international accords of the past two siècles. La Grande-Bretagne mined international eaux to prevent any navires from entering entire zones of océan, causing menace to even neutral navires. Since there was limited réaction to cette tactique, l'Allemagne expected a similar réaction to its unrestricted sous-marine guerre.","Peu après le début des hostilités, la Grande-Bretagne a mis en place un blocus naval contre l’Allemagne. Cette stratégie s'est avérée efficace, coupant les approvisionnements militaires et civils vitaux, bien que ce blocus ait violé le droit international généralement accepté et codifié par plusieurs accords internationaux des deux derniers siècles. La Grande-Bretagne mina les eaux internationales afin d'empêcher les navires de s'aventurer dans des zones maritimes entières, représentant ainsi une menace même pour les navires neutres. Comme cette tactique n'a suscité qu'une timide réaction, l'Allemagne s'attendait à une réaction semblable face à sa guerre sous-marine sans limites."
60,"Across the États-Unis, there are approximately 400,000 known cas of sclérose en plaques (SEP), leaving it as the leading neurological maladie in younger and middle aged adultes. La sclérose en plaques is a maladie that affects the système nerveux central, which is made up of the cerveau, the moelle épinière and the nerf optique. Des recherches has found that femmes are deux fois more likely to have la sclérose en plaques then hommes.","Across the États-Unis, there are approximately 400,000 known cas of Multiple en sclérose plaques (SEP), leaving it as the leading neurological maladie in younger and middle aged adultes. en sclérose plaques is a maladie that affects the central nervous système, which is made up of the cerveau, the spinal moelle and the optique nerf. recherches has found that femmes are deux fois more likely to have en sclérose plaques then hommes."
61,"L'étude found that dépression, peur and catastrophisme mediated la relation between douleur and handicap in lower dos pain souffrant. Only les effets of catastrophisme, not dépression and peur was conditional of régulières hebdomadaires structurées d'AP sessions. Those participating in régulière activité required more soutien in termes of négative perception of douleur distinguishing les différences of chronic douleur and inconfort sensation from normal physical mouvement.","L'étude a révélé que la dépression, la peur et le catastrophisme étaient à l'origine de la relation entre la douleur et le handicap chez les personnes souffrant de douleurs au bas du dos. Seuls les effets de la catastrophe, et non la dépression et la peur, étaient conditionnés par des séances hebdomadaires régulières et structurées d'AP. Ceux qui participent à une activité régulière ont besoin de plus de soutien en termes de perception négative de la douleur, en distinguant les différences entre la douleur chronique et la sensation d'inconfort et le mouvement physique normal."
62,"The modern sport qu'est l'escrime is played at many niveaux, from étudiants learning at a université to professional and Olympic compétitions. Ce sport is primarily played in a duel format, one escrimeur dueling another.","The modern sport of l'escrime is played at many niveaux, from étudiants learning at a université to professional and Olympic compétitions. The sport is primarily played in a duel format, one escrimeur dueling another."
63,"Internal empoisonnement may not be immediately apparent. Symptômes, such as vomissements are sufficiently general that an immediate diagnostic cannot be made. The best indice of internal empoisonnement may be the présence of an open récipient of médicaments or toxic domestiques chimiques. Check the étiquette for specific first secours instructions for that specific poison.","Un empoisonnement interne peut ne pas être visible immédiatement. Les symptômes, tels que les vomissements, sont suffisamment généraux pour qu'un diagnostic immédiat ne puisse pas être posé. Le meilleur indice d'un empoisonnement interne est probablement la présence d'un récipient ouvert de médicaments ou de produits chimiques domestiques toxiques. Consultez l'étiquette pour connaître les instructions de premiers secours spécifiques à ce poison."
64,"To Check the victime, you must first survey the lieux to ensure your sécurité. You need to notice the victime's position as you approach him or her and any automatic signaux d'alerte. If you get hurt trying to help, you may only serve to make choses worse.","To Check the victime, you must first survey the lieux to ensure your sécurité. You need to notice the victime's position as you approach him or her and any automatic red d'alerte. If you get hurt trying to help, you may only serve to make les choses worse."
65,"To Check the victime, you must first survey the lieux to ensure your sécurité. You need to notice the victime's position as you approach him or her and any automatic signaux d'alerte. If you get hurt trying to help, you may only serve to make choses worse.","To Check la victime, you must first survey les lieux to ensure your sécurité. You need to notice la position de la victime as you approach him or her and any automatic red d'alerte. If you get hurt trying to help, you may only serve to make les choses worse."
66,"There are nombreuses social and political répercussions such as l'utilisation du système métrique, a passage de l'absolutisme au républicanisme, nationalisme and la conviction that le pays belongs au peuple not to un seul dirigeant. Also after la Révolution, métiers were ouverts to all candidats masculins allowing les plus ambitieux and successful to réussir. Same goes for l'armée, because instead of armées classement being basé sur classe they were now based on calibre. La Révolution française also inspired many other repressed classes ouvrières of other pays to began their own révolutions.","Il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique, le passage de l'absolutisme au républicanisme, le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant. Aussi, après la Révolution, les métiers furent ouverts à tous les candidats masculins, permettant aux plus ambitieux et aux plus talentueux de réussir. Il en va de même pour l'armée, car le classement des armées n'est plus basé sur la classe, mais sur le calibre. La Révolution française a également inspiré de nombreuses autres classes ouvrières réprimées d’autres pays à entamer leur propre révolution."
